a priori	/ɑ ˈpriori/
paatunut	/ˈpɑɑtunut/
paavalinkukka	/ˈpɑɑvɑˌlinkukkɑ/
paavi	/ˈpɑɑvi/
paavillinen	/ˈpɑɑvilˌlinen/
paavinistuin	/ˈpɑɑviˌnistuin/
paavinkirkko	/ˈpɑɑvinˌkirkko/
paavinusko	/ˈpɑɑviˌnusko/
paavinuskoinen	/ˈpɑɑvinusˌkoinen/
paavinvaali	/ˈpɑɑvinˌvɑɑli/
paavinvalta	/ˈpɑɑvinˌvɑltɑ/
paavius	/ˈpɑɑvius/
padallinen	/ˈpɑdɑlˌlinen/
padankansi	/ˈpɑdɑnˌkɑnsi/
padota	/ˈpɑdotɑ/
paella	/ˈpɑellɑ/
paeta	/ˈpɑetɑ/
pagodi	/ˈpɑgodi/
paha	/ˈpɑhɑ/
pahaa-aavistamaton	/ˈpɑhɑɑˌɑɑvisˌtɑmɑton/
pahaenteinen	/ˈpɑhɑenˌteinen/
pahahenki	/ˈpɑhɑˌhenki/
pahainen	/ˈpɑhɑinen/
pahakaikuinen	/ˈpɑhɑˌkɑikuinen/
pahaksua	/ˈpɑhɑkˌsuɑ/
pahalainen	/ˈpɑhɑˌlɑinen/
pahaluontoinen	/ˈpɑhɑˌluontoinen/
pahamaineinen	/ˈpɑhɑˌmɑineinen/
pahamaineisuus	/ˈpɑhɑˌmɑineisuus/
pahanen	/ˈpɑhɑnen/
pahanhajuinen	/ˈpɑhɑnhɑˌjuinen/
pahanilkinen	/ˈpɑhɑˌnilkinen/
pahanilkisesti	/ˈpɑhɑˌnilkiˌsesti/
pahanilkisyys	/ˈpɑhɑˌnilkisyys/
pahanilmanlintu	/ˈpɑhɑˌnilmɑnˌlintu/
pahankurinen	/ˈpɑhɑnˌkurinen/
pahankurisesti	/ˈpɑhɑnˌkuriˌsesti/
pahankurisuus	/ˈpɑhɑnˌkurisuus/
pahanlaatuinen	/ˈpɑhɑnˌlɑɑtuinen/
pahanlaatuistua	/ˈpɑhɑnˌlɑɑtuisˌtuɑ/
pahanlaatuisuus	/ˈpɑhɑnˌlɑɑtuisuus/
pahanlainen	/ˈpɑhɑnˌlɑinen/
pahanlaisesti	/ˈpɑhɑnˌlɑisesti/
pahanluontoinen	/ˈpɑhɑnˌluontoinen/
pahanmakuinen	/ˈpɑhɑnmɑˌkuinen/
pahannäköinen	/ˈpɑhɑnnæˌkøinen/
pahanolontunne	/ˈpɑhɑnoˌlontunne/
pahanpäiväinen	/ˈpɑhɑnˌpæivæinen/
pahanpäiväisesti	/ˈpɑhɑnˌpæivæiˌsesti/
pahansisuinen	/ˈpɑhɑnsiˌsuinen/
pahansuopa	/ˈpɑhɑnˌsuopɑ/
pahansuopaisuus	/ˈpɑhɑnˌsuopɑisuus/
pahansuopuus	/ˈpɑhɑnˌsuopuus/
pahansuovasti	/ˈpɑhɑnˌsuovɑsti/
pahantahtoinen	/ˈpɑhɑntɑhˌtoinen/
pahantahtoisuus	/ˈpɑhɑntɑhˌtoisuus/
pahantapainen	/ˈpɑhɑntɑˌpɑinen/
pahantapaisuus	/ˈpɑhɑntɑˌpɑisuus/
pahantekijä	/ˈpɑhɑnˌtekijæ/
pahanteko	/ˈpɑhɑnˌteko/
pahantuulinen	/ˈpɑhɑnˌtuulinen/
pahantuulisesti	/ˈpɑhɑnˌtuuliˌsesti/
pahantuulisuus	/ˈpɑhɑnˌtuulisuus/
pahaputki	/ˈpɑhɑˌputki/
pahasti	/ˈpɑhɑsti/
pahastua	/ˈpɑhɑsˌtuɑ/
pahastuttaa	/ˈpɑhɑsˌtuttɑɑ/
pahasuinen	/ˈpɑhɑˌsuinen/
pahatapainen	/ˈpɑhɑtɑˌpɑinen/
pahaääninen	/ˈpɑhɑˌææninen/
pahe	/ˈpɑhe/
paheellinen	/ˈpɑheelˌlinen/
paheellisesti	/ˈpɑheelliˌsesti/
paheellisuus	/ˈpɑheelˌlisuus/
paheksua	/ˈpɑhekˌsuɑ/
paheksunta	/ˈpɑhekˌsuntɑ/
pahemmanpuoleinen	/ˈpɑhemmɑnˌpuoleinen/
pahemmin	/ˈpɑhemmin/
pahennus	/ˈpɑhennus/
pahentaa	/ˈpɑhentɑɑ/
pahentua	/ˈpɑhenˌtuɑ/
paheta	/ˈpɑhetɑ/
pahimmillaan	/ˈpɑhimˌmillɑɑn/
pahimmilleen	/ˈpɑhimˌmilleen/
pahimmin	/ˈpɑhimmin/
pahimmoiksi	/ˈpɑhimˌmoiksi/
pahimmoillaan	/ˈpɑhimˌmoillɑɑn/
pahimmoilleen	/ˈpɑhimˌmoilleen/
pahiten	/ˈpɑhiten/
pahitteeksi	/ˈpɑhitˌteeksi/
pahka	/ˈpɑhkɑ/
pahkaa	/ˈpɑhkɑɑ/
pahkainen	/ˈpɑhkɑinen/
pahkakuppi	/ˈpɑhkɑˌkuppi/
pahkasieni	/ˈpɑhkɑˌsieni/
pahkasika	/ˈpɑhkɑˌsikɑ/
pahki	/ˈpɑhki/
pahkulahome	/ˈpɑhkuˌlɑhome/
pahkulasieni	/ˈpɑhkulɑˌsieni/
pahkura	/ˈpɑhkurɑ/
pahkurainen	/ˈpɑhkuˌrɑinen/
pahna	/ˈpɑhnɑ/
pahnanpohjimmainen	/ˈpɑhnɑnˌpohjimˌmɑinen/
pahnue	/ˈpɑhnue/
pahoillaan	/ˈpɑhoillɑɑn/
pahoilleen	/ˈpɑhoilleen/
pahoin	/ˈpɑhoin/
pahoinpidellä	/ˈpɑhoinpiˌdellæ/
pahoinpitelijä	/ˈpɑhoinˌpiteˌlijæ/
pahoinpitely	/ˈpɑhoinˌpitely/
pahoinvointi	/ˈpɑhoinˌvointi/
pahoinvointikohtaus	/ˈpɑhoinˌvointiˌkohtɑus/
pahoinvointinen	/ˈpɑhoinˌvointinen/
pahoinvointisuus	/ˈpɑhoinˌvointisuus/
pahoinvoiva	/ˈpɑhoinˌvoivɑ/
pahoitella	/ˈpɑhoiˌtellɑ/
pahoittaa	/ˈpɑhoittɑɑ/
pahoittua	/ˈpɑhoitˌtuɑ/
paholainen	/ˈpɑhoˌlɑinen/
paholaistarina	/ˈpɑhoˌlɑistɑˌrinɑ/
pahuksenmoinen	/ˈpɑhuksenˌmoinen/
pahuksesti	/ˈpɑhukˌsesti/
pahus	/ˈpɑhus/
pahuus	/ˈpɑhuus/
pahvi	/ˈpɑhvi/
pahvikotelo	/ˈpɑhviˌkotelo/
pahvilaatikko	/ˈpɑhviˌlɑɑtikko/
pahvilautanen	/ˈpɑhviˌlɑutɑnen/
pahvimuki	/ˈpɑhviˌmuki/
pahvinaula	/ˈpɑhviˌnɑulɑ/
pahvinen	/ˈpɑhvinen/
pahvirasia	/ˈpɑhviˌrɑsiɑ/
pahvitölkki	/ˈpɑhviˌtølkki/
pahviveitsi	/ˈpɑhviˌveitsi/
pai	/ˈpɑi/
paidanhelma	/ˈpɑidɑnˌhelmɑ/
paidanhiha	/ˈpɑidɑnˌhihɑ/
paidankaulus	/ˈpɑidɑnˌkɑulus/
paidannappi	/ˈpɑidɑnˌnɑppi/
paidanpesijä	/ˈpɑidɑnˌpesijæ/
paidaton	/ˈpɑidɑton/
paijata	/ˈpɑijɑtɑ/
paijaus	/ˈpɑijɑus/
paikalla	/ˈpɑikɑllɑ/
paikallaan	/ˈpɑikɑllɑɑn/
paikallaanolo	/ˈpɑikɑlˌlɑɑnolo/
paikallahyppely	/ˈpɑikɑllɑˌhyppely/
paikallajuoksu	/ˈpɑikɑllɑˌjuoksu/
paikallakäynti	/ˈpɑikɑlˌlɑkæˌynti/
paikallavalu	/ˈpɑikɑlˌlɑvɑlu/
paikalle	/ˈpɑikɑlle/
paikalleen	/ˈpɑikɑlleen/
paikallinen	/ˈpɑikɑlˌlinen/
paikallis-	/ˈpɑikɑllis/
paikallisaika	/ˈpɑikɑlliˌsɑikɑ/
paikallisbussi	/ˈpɑikɑlˌlisbussi/
paikallisedustaja	/ˈpɑikɑlˌliseˌdustɑjɑ/
paikallisedustus	/ˈpɑikɑlˌliseˌdustus/
paikalliselin	/ˈpɑikɑlˌliselin/
paikallisesti	/ˈpɑikɑlliˌsesti/
paikallishallinto	/ˈpɑikɑlˌlishɑlˌlinto/
paikallishistoria	/ˈpɑikɑlˌlishisˌtoriɑ/
paikallisjohtaja	/ˈpɑikɑlˌlisjohˌtɑjɑ/
paikallisjoukot	/ˈpɑikɑllisˌjoukot/
paikallisjuna	/ˈpɑikɑlˌlisjunɑ/
paikallisjärjestö	/ˈpɑikɑlˌlisjærˌjestø/
paikallislehti	/ˈpɑikɑlˌlislehti/
paikallisliikenne	/ˈpɑikɑllisˌliikenne/
paikallislinja	/ˈpɑikɑlˌlislinjɑ/
paikallislähetys	/ˈpɑikɑlˌlislæˌhetys/
paikallismurre	/ˈpɑikɑlˌlismurre/
paikallismuseo	/ˈpɑikɑlˌlismuˌseo/
paikallisohjelma	/ˈpɑikɑlliˌsohjelmɑ/
paikallisosasto	/ˈpɑikɑlˌlisoˌsɑsto/
paikallispankki	/ˈpɑikɑlˌlispɑnkki/
paikallispoliisi	/ˈpɑikɑlˌlispoˌliisi/
paikallispuhelu	/ˈpɑikɑlˌlispuˌhelu/
paikallispuolustusjärjestelmä	/ˈpɑikɑllisˌpuolusˌtusjærˌjestelmæ/
paikallispuudutus	/ˈpɑikɑllisˌpuudutus/
paikallisradio	/ˈpɑikɑlˌlisrɑˌdio/
paikallissairaala	/ˈpɑikɑllisˌsɑirɑɑlɑ/
paikallissija	/ˈpɑikɑlˌlissijɑ/
paikallistaa	/ˈpɑikɑlˌlistɑɑ/
paikallistarina	/ˈpɑikɑlˌlistɑˌrinɑ/
paikallistie	/ˈpɑikɑlˌlistie/
paikallistua	/ˈpɑikɑlˌlistuɑ/
paikallistuntemus	/ˈpɑikɑlˌlistunˌtemus/
paikallisuus	/ˈpɑikɑlˌlisuus/
paikallisvaali	/ˈpɑikɑllisˌvɑɑli/
paikallisvaisto	/ˈpɑikɑllisˌvɑisto/
paikalta	/ˈpɑikɑltɑ/
paikaltaan	/ˈpɑikɑltɑɑn/
paikanhakija	/ˈpɑikɑnˌhɑkijɑ/
paikanhaku	/ˈpɑikɑnˌhɑku/
paikanmääritys	/ˈpɑikɑnˌmææritys/
paikannimi	/ˈpɑikɑnˌnimi/
paikannimistö	/ˈpɑikɑnniˌmistø/
paikannus	/ˈpɑikɑnnus/
paikannussatelliitti	/ˈpɑikɑnˌnussɑtelˌliitti/
paikannäyttäjä	/ˈpɑikɑnnæˌyttæjæ/
paikantaa	/ˈpɑikɑntɑɑ/
paikantua	/ˈpɑikɑnˌtuɑ/
paikanvaihdos	/ˈpɑikɑnˌvɑihdos/
paikanvaraus	/ˈpɑikɑnˌvɑrɑus/
paikata	/ˈpɑikɑtɑ/
paikka	/ˈpɑikkɑ/
paikka paikoin	/ˈpɑikkɑ ˈpɑikoin/
paikka-arvo	/ˈpɑikkɑɑrvo/
paikkailla	/ˈpɑikkɑillɑ/
paikkailu	/ˈpɑikkɑilu/
paikkajako	/ˈpɑikkɑˌjɑko/
paikkakortti	/ˈpɑikkɑˌkortti/
paikkakunnittain	/ˈpɑikkɑˌkunnittɑin/
paikkakunta	/ˈpɑikkɑˌkuntɑ/
paikkakuntalainen	/ˈpɑikkɑˌkuntɑˌlɑinen/
paikkalappu	/ˈpɑikkɑˌlɑppu/
paikkalintu	/ˈpɑikkɑˌlintu/
paikkalippu	/ˈpɑikkɑˌlippu/
paikkaluku	/ˈpɑikkɑˌluku/
paikkamaalata	/ˈpɑikkɑˌmɑɑlɑtɑ/
paikkamaalaus	/ˈpɑikkɑˌmɑɑlɑus/
paikkansapitämätön	/ˈpɑikkɑnˌsɑpiˌtæmætøn/
paikkansapitävä	/ˈpɑikkɑnˌsɑpiˌtævæ/
paikkapuolustus	/ˈpɑikkɑˌpuolustus/
paikkatasku	/ˈpɑikkɑˌtɑsku/
paikkatieto	/ˈpɑikkɑˌtieto/
paikkatietokartta	/ˈpɑikkɑˌtietoˌkɑrttɑ/
paikkatilkku	/ˈpɑikkɑˌtilkku/
paikkaus	/ˈpɑikkɑus/
paikkauttaa	/ˈpɑikkɑˌuttɑɑ/
paikkavaraamo	/ˈpɑikkɑvɑˌrɑɑmo/
paikkavaraus	/ˈpɑikkɑˌvɑrɑus/
paikkeilla	/ˈpɑikkeillɑ/
paikkeille	/ˈpɑikkeille/
paikkeilta	/ˈpɑikkeiltɑ/
paikko	/ˈpɑikko/
paikkoheitto	/ˈpɑikkoˌheitto/
paikkuu	/ˈpɑikkuu/
paikkuuttaa	/ˈpɑikkuuttɑɑ/
paikoillaan	/ˈpɑikoillɑɑn/
paikoillaanolo	/ˈpɑikoilˌlɑɑnolo/
paikoilleen	/ˈpɑikoilleen/
paikoiltaan	/ˈpɑikoiltɑɑn/
paikoin	/ˈpɑikoin/
paikoitellen	/ˈpɑikoiˌtellen/
paikoittaa	/ˈpɑikoittɑɑ/
paikoittain	/ˈpɑikoittɑin/
paikoittainen	/ˈpɑikoitˌtɑinen/
paikoitus	/ˈpɑikoitus/
paikoitusalue	/ˈpɑikoiˌtusɑˌlue/
paikoitushalli	/ˈpɑikoiˌtushɑlli/
paikoitustalo	/ˈpɑikoiˌtustɑlo/
paikoitustila	/ˈpɑikoiˌtustilɑ/
paimen	/ˈpɑimen/
paimenhuilu	/ˈpɑimenˌhuilu/
paimenkirje	/ˈpɑimenˌkirje/
paimenkoira	/ˈpɑimenˌkoirɑ/
paimenmatto	/ˈpɑimenˌmɑtto/
paimennus	/ˈpɑimennus/
paimennäytelmä	/ˈpɑimenˌnæytelmæ/
paimenpoika	/ˈpɑimenˌpoikɑ/
paimenruno	/ˈpɑimenˌruno/
paimenrunous	/ˈpɑimenˌrunous/
paimensauva	/ˈpɑimenˌsɑuvɑ/
paimentaa	/ˈpɑimentɑɑ/
paimentolainen	/ˈpɑimentoˌlɑinen/
paimentolaiselämä	/ˈpɑimentoˌlɑiseˌlæmæ/
paimentolaiskansa	/ˈpɑimentoˌlɑiskɑnsɑ/
paimentolaismatto	/ˈpɑimentoˌlɑismɑtto/
paimentolaisuus	/ˈpɑimentoˌlɑisuus/
paimentorvi	/ˈpɑimenˌtorvi/
paimentyttö	/ˈpɑimenˌtyttø/
painaa	/ˈpɑinɑɑ/
painaja	/ˈpɑinɑjɑ/
painajainen	/ˈpɑinɑˌjɑinen/
painajaismainen	/ˈpɑinɑˌjɑismɑinen/
painajaistunnelma	/ˈpɑinɑˌjɑistunˌnelmɑ/
painajaisuni	/ˈpɑinɑˌjɑisuni/
painallus	/ˈpɑinɑllus/
painaltaa	/ˈpɑinɑltɑɑ/
painama	/ˈpɑinɑmɑ/
painamaton	/ˈpɑinɑˌmɑton/
painanne	/ˈpɑinɑnne/
painanta	/ˈpɑinɑntɑ/
painate	/ˈpɑinɑte/
painattaa	/ˈpɑinɑttɑɑ/
painatus	/ˈpɑinɑtus/
painatus-	/ˈpɑinɑtus/
painatustyö	/ˈpɑinɑˌtustyø/
painauma	/ˈpɑinɑumɑ/
painautua	/ˈpɑinɑuˌtuɑ/
painautuma	/ˈpɑinɑuˌtumɑ/
painava	/ˈpɑinɑvɑ/
painavasti	/ˈpɑinɑˌvɑsti/
painavuus	/ˈpɑinɑvuus/
paine	/ˈpɑine/
paineaalto	/ˈpɑineˌɑɑlto/
paineastia	/ˈpɑineˌɑstiɑ/
paineellinen	/ˈpɑineelˌlinen/
paineenalainen	/ˈpɑineenɑˌlɑinen/
paineenkestävä	/ˈpɑineenˌkestævæ/
paineensäädin	/ˈpɑineenˌsæædin/
paineentasaus	/ˈpɑineenˌtɑsɑus/
paineilma	/ˈpɑineilmɑ/
paineilmahengityslaite	/ˈpɑineilmɑˌhengitysˌlɑite/
paineilmajarru	/ˈpɑineilmɑˌjɑrru/
paineilmakäyttöinen	/ˈpɑineilˌmɑkæytˌtøinen/
paineilmalaite	/ˈpɑineilmɑˌlɑite/
paineilmanaulain	/ˈpɑineilmɑˌnɑulɑin/
paineilmapora	/ˈpɑineilˌmɑporɑ/
paineilmasäiliö	/ˈpɑineilmɑˌsæiliø/
paineinen	/ˈpɑineinen/
paineistaa	/ˈpɑineistɑɑ/
paineistus	/ˈpɑineistus/
painekammio	/ˈpɑineˌkɑmmio/
painekattila	/ˈpɑineˌkɑttilɑ/
painekeitin	/ˈpɑineˌkeitin/
painekyllästeinen	/ˈpɑineˌkyllæsˌteinen/
painekyllästys	/ˈpɑineˌkyllæstys/
painekyllästää	/ˈpɑineˌkyllæstææ/
painella	/ˈpɑinellɑ/
painelu	/ˈpɑinelu/
paineluelvytys	/ˈpɑineluˌelvytys/
painemittari	/ˈpɑineˌmittɑri/
painepakkaus	/ˈpɑineˌpɑkkɑus/
painepesuri	/ˈpɑineˌpesuri/
paineside	/ˈpɑineˌside/
painesyltty	/ˈpɑineˌsyltty/
painesäiliö	/ˈpɑineˌsæiliø/
painevaikutus	/ˈpɑineˌvɑikutus/
painevalu	/ˈpɑineˌvɑlu/
painevesi	/ˈpɑineˌvesi/
paini	/ˈpɑini/
painia	/ˈpɑiniɑ/
painija	/ˈpɑinijɑ/
painijoukkue	/ˈpɑinijoˌukkue/
painike	/ˈpɑinike/
painikilpailu	/ˈpɑinikilˌpɑilu/
painimatto	/ˈpɑiniˌmɑtto/
painin	/ˈpɑinin/
paininjalka	/ˈpɑininˌjɑlkɑ/
painiote	/ˈpɑiniˌote/
painiottelu	/ˈpɑiniˌottelu/
painiskella	/ˈpɑinisˌkellɑ/
painiskelu	/ˈpɑinisˌkelu/
paino	/ˈpɑino/
painoaika	/ˈpɑinoˌɑikɑ/
painoala	/ˈpɑinoˌɑlɑ/
painoalue	/ˈpɑinoˌɑlue/
painoarkki	/ˈpɑinoˌɑrkki/
painoarkuus	/ˈpɑinoˌɑrkuus/
painoarvo	/ˈpɑinoˌɑrvo/
painoasu	/ˈpɑinoˌɑsu/
painohävikki	/ˈpɑinohæˌvikki/
painohäviö	/ˈpɑinoˌhæviø/
painoinen	/ˈpɑinoinen/
painojälki	/ˈpɑinoˌjælki/
painokangas	/ˈpɑinoˌkɑngɑs/
painokanne	/ˈpɑinoˌkɑnne/
painokas	/ˈpɑinokɑs/
painokelpoinen	/ˈpɑinokelˌpoinen/
painokelpoisuus	/ˈpɑinokelˌpoisuus/
painokerroin	/ˈpɑinoˌkerroin/
painokilo	/ˈpɑinoˌkilo/
painokirjain	/ˈpɑinoˌkirjɑin/
painokirjoitus	/ˈpɑinokirˌjoitus/
painokkaasti	/ˈpɑinokˌkɑɑsti/
painokkuus	/ˈpɑinokkuus/
painokone	/ˈpɑinoˌkone/
painokoukku	/ˈpɑinokoˌukku/
painokunto	/ˈpɑinoˌkunto/
painokuntoinen	/ˈpɑinokunˌtoinen/
painokuva	/ˈpɑinoˌkuvɑ/
painokytkin	/ˈpɑinoˌkytkin/
painolasti	/ˈpɑinoˌlɑsti/
painolevy	/ˈpɑinoˌlevy/
painollinen	/ˈpɑinolˌlinen/
painoluokka	/ˈpɑinoˌluokkɑ/
painomenetelmä	/ˈpɑinoˌmeneˌtelmæ/
painomerkki	/ˈpɑinoˌmerkki/
painomitta	/ˈpɑinoˌmittɑ/
painomuste	/ˈpɑinoˌmuste/
painonappi	/ˈpɑinoˌnɑppi/
painonlisäys	/ˈpɑinonˌlisæys/
painonmenetys	/ˈpɑinonˌmenetys/
painonnostaja	/ˈpɑinonˌnostɑjɑ/
painonnosto	/ˈpɑinonˌnosto/
painonvähennys	/ˈpɑinonvæˌhennys/
painopaikka	/ˈpɑinoˌpɑikkɑ/
painopaperi	/ˈpɑinoˌpɑperi/
painopiste	/ˈpɑinoˌpiste/
painopisteala	/ˈpɑinoˌpisteˌɑlɑ/
painopistealue	/ˈpɑinoˌpisteˌɑlue/
painoprosentti	/ˈpɑinoproˌsentti/
painorajoitteinen	/ˈpɑinorɑˌjoitteinen/
painorajoitus	/ˈpɑinorɑˌjoitus/
painorehu	/ˈpɑinoˌrehu/
painos	/ˈpɑinos/
painosivu	/ˈpɑinoˌsivu/
painosmäärä	/ˈpɑinosˌmææræ/
painostaa	/ˈpɑinostɑɑ/
painostus	/ˈpɑinostus/
painostuskeino	/ˈpɑinostusˌkeino/
painostuspolitiikka	/ˈpɑinosˌtuspoliˌtiikkɑ/
painostusryhmä	/ˈpɑinosˌtusryhmæ/
painosyltty	/ˈpɑinoˌsyltty/
painotekniikka	/ˈpɑinotekˌniikkɑ/
painotekninen	/ˈpɑinoˌtekninen/
painoteksti	/ˈpɑinoˌteksti/
painoton	/ˈpɑinoton/
painottaa	/ˈpɑinottɑɑ/
painottomuus	/ˈpɑinotˌtomuus/
painottua	/ˈpɑinotˌtuɑ/
painotuore	/ˈpɑinoˌtuore/
painotuote	/ˈpɑinoˌtuote/
painotus	/ˈpɑinotus/
painotyö	/ˈpɑinotyø/
painovaikeus	/ˈpɑinoˌvɑikeus/
painovalmis	/ˈpɑinoˌvɑlmis/
painovapaus	/ˈpɑinoˌvɑpɑus/
painoviestintä	/ˈpɑinoˌviestintæ/
painovirhe	/ˈpɑinoˌvirhe/
painovirhepaholainen	/ˈpɑinoˌvirheˌpɑhoˌlɑinen/
painovoima	/ˈpɑinoˌvoimɑ/
painovuosi	/ˈpɑinoˌvuosi/
painoväri	/ˈpɑinoˌværi/
painua	/ˈpɑinuɑ/
painuksiin	/ˈpɑinuksiin/
painuksissa	/ˈpɑinukˌsissɑ/
painuksista	/ˈpɑinukˌsistɑ/
painuma	/ˈpɑinumɑ/
paise	/ˈpɑise/
paiskata	/ˈpɑiskɑtɑ/
paiskautua	/ˈpɑiskɑuˌtuɑ/
paiskella	/ˈpɑiskellɑ/
paiskia	/ˈpɑiskiɑ/
paiskoa	/ˈpɑiskoɑ/
paistaa	/ˈpɑistɑɑ/
paistatella	/ˈpɑistɑˌtellɑ/
paistattaa	/ˈpɑistɑttɑɑ/
paiste	/ˈpɑiste/
paisteinen	/ˈpɑisteinen/
paisti	/ˈpɑisti/
paistihaarukka	/ˈpɑistiˌhɑɑrukkɑ/
paistijauheliha	/ˈpɑistiˌjɑuheˌlihɑ/
paistikas	/ˈpɑistikɑs/
paistikastike	/ˈpɑistiˌkɑstike/
paistike	/ˈpɑistike/
paistinkastike	/ˈpɑistinˌkɑstike/
paistinlasta	/ˈpɑistinˌlɑstɑ/
paistinliemi	/ˈpɑistinˌliemi/
paistinpannu	/ˈpɑistinˌpɑnnu/
paistinperuna	/ˈpɑistinˌperunɑ/
paistinrasva	/ˈpɑistinˌrɑsvɑ/
paistinuuni	/ˈpɑistiˌnuuni/
paistivati	/ˈpɑistiˌvɑti/
paistiveitsi	/ˈpɑistiˌveitsi/
paisto	/ˈpɑisto/
paistoaika	/ˈpɑistoˌɑikɑ/
paistokasari	/ˈpɑistoˌkɑsɑri/
paistokelmu	/ˈpɑistoˌkelmu/
paistoliemi	/ˈpɑistoˌliemi/
paistolämpömittari	/ˈpɑistoˌlæmpøˌmittɑri/
paistopussi	/ˈpɑistoˌpussi/
paistorasva	/ˈpɑistoˌrɑsvɑ/
paistos	/ˈpɑistos/
paistovalmis	/ˈpɑistoˌvɑlmis/
paistua	/ˈpɑistuɑ/
paisua	/ˈpɑisuɑ/
paisuksiin	/ˈpɑisuksiin/
paisuksissa	/ˈpɑisukˌsissɑ/
paisuma	/ˈpɑisumɑ/
paisuntasäiliö	/ˈpɑisuntɑˌsæiliø/
paisutella	/ˈpɑisuˌtellɑ/
paisuttaa	/ˈpɑisuttɑɑ/
paisuttelu	/ˈpɑisutˌtelu/
paisutus	/ˈpɑisutus/
paisuvainen	/ˈpɑisuˌvɑinen/
paita	/ˈpɑitɑ/
paitahihasillaan	/ˈpɑitɑˌhihɑˌsillɑɑn/
paitahihasilleen	/ˈpɑitɑˌhihɑˌsilleen/
paitakauluksinen	/ˈpɑitɑˌkɑulukˌsinen/
paitakaulus	/ˈpɑitɑˌkɑulus/
paitapuku	/ˈpɑitɑˌpuku/
paitapusero	/ˈpɑitɑˌpusero/
paitaressu	/ˈpɑitɑˌressu/
paitasillaan	/ˈpɑitɑˌsillɑɑn/
paitasilleen	/ˈpɑitɑˌsilleen/
paitis	/ˈpɑitis/
paitsi	/ˈpɑitsi/
paitsio	/ˈpɑitsio/
paitsiomaali	/ˈpɑitsioˌmɑɑli/
paitsiotilanne	/ˈpɑitsiˌotiˌlɑnne/
paituli	/ˈpɑituli/
paja	/ˈpɑjɑ/
pajatso	/ˈpɑjɑtso/
pajattaa	/ˈpɑjɑttɑɑ/
pajatus	/ˈpɑjɑtus/
paju	/ˈpɑju/
pajukasvi	/ˈpɑjuˌkɑsvi/
pajukko	/ˈpɑjukko/
pajukoitua	/ˈpɑjuˌkoituɑ/
pajukoppa	/ˈpɑjuˌkoppɑ/
pajukori	/ˈpɑjuˌkori/
pajuköysi	/ˈpɑjuˌkøysi/
pajulintu	/ˈpɑjuˌlintu/
pajunkissa	/ˈpɑjunˌkissɑ/
pajunköysi	/ˈpɑjunˌkøysi/
pajunoksa	/ˈpɑjuˌnoksɑ/
pajunvitsa	/ˈpɑjunˌvitsɑ/
pajupensaikko	/ˈpɑjupenˌsɑikko/
pajupensas	/ˈpɑjuˌpensɑs/
pajupilli	/ˈpɑjuˌpilli/
pajusirkku	/ˈpɑjuˌsirkku/
pajuvitsa	/ˈpɑjuˌvitsɑ/
pakaasi	/ˈpɑkɑɑsi/
pakahduksiin	/ˈpɑkɑhˌduksiin/
pakahduksissa	/ˈpɑkɑhˌduksissɑ/
pakahduksissaan	/ˈpɑkɑhˌduksissɑɑn/
pakahduttaa	/ˈpɑkɑhˌduttɑɑ/
pakahtua	/ˈpɑkɑhˌtuɑ/
pakana	/ˈpɑkɑnɑ/
pakanakristitty	/ˈpɑkɑnɑˌkristitty/
pakanallinen	/ˈpɑkɑˌnɑllinen/
pakanamaa	/ˈpɑkɑˌnɑmɑɑ/
pakanasti	/ˈpɑkɑˌnɑsti/
pakanauskonto	/ˈpɑkɑnɑˌuskonto/
pakanuudenaika	/ˈpɑkɑˌnuudeˌnɑikɑ/
pakanuudenaikainen	/ˈpɑkɑˌnuudeˌnɑikɑinen/
pakanuus	/ˈpɑkɑnuus/
pakara	/ˈpɑkɑrɑ/
pakaralihas	/ˈpɑkɑˌrɑlihɑs/
pakari	/ˈpɑkɑri/
pakastaa	/ˈpɑkɑstɑɑ/
pakastamo	/ˈpɑkɑsˌtɑmo/
pakaste	/ˈpɑkɑste/
pakasteallas	/ˈpɑkɑsteˌɑllɑs/
pakastearkku	/ˈpɑkɑsteˌɑrkku/
pakastekaappi	/ˈpɑkɑsteˌkɑɑppi/
pakastekala	/ˈpɑkɑsˌtekɑlɑ/
pakastekuivattaa	/ˈpɑkɑsteˌkuivɑttɑɑ/
pakastekuivatus	/ˈpɑkɑsteˌkuivɑtus/
pakastelokero	/ˈpɑkɑsˌteloˌkero/
pakastemarja	/ˈpɑkɑsteˌmɑrjɑ/
pakasteteippi	/ˈpɑkɑsteˌteippi/
pakastevihannes	/ˈpɑkɑsˌteviˌhɑnnes/
pakastevirka	/ˈpɑkɑsteˌvirkɑ/
pakastin	/ˈpɑkɑstin/
pakastua	/ˈpɑkɑsˌtuɑ/
pakastus	/ˈpɑkɑstus/
pakastuskelmu	/ˈpɑkɑsˌtuskelmu/
pakastuspussi	/ˈpɑkɑsˌtuspussi/
pakata	/ˈpɑkɑtɑ/
pakeilla	/ˈpɑkeillɑ/
pakeillaan	/ˈpɑkeillɑɑn/
pakeille	/ˈpɑkeille/
pakeilleen	/ˈpɑkeilleen/
pakeilta	/ˈpɑkeiltɑ/
pakeiltaan	/ˈpɑkeiltɑɑn/
pakenija	/ˈpɑkeˌnijɑ/
pakerrus	/ˈpɑkerrus/
