a	/a/
medicale	/medikale/
medicament	/medikament/
medicamenta	/medikamenta/
medicamentare	/medikamentare/
medicamentat	/medikamentat/
medicamentație	/medikamentatsije/
medicamente	/medikamente/
medicamentele	/medikamentele/
medicamentos	/medikamentos/
medicamentul	/medikamentul/
medicație	/medikatsije/
medici	/meditʃʲ/
medicii	/meditʃij/
medicină	/meditʃinə/
medicinal	/meditʃinal/
medicinist	/meditʃinist/
medicul	/medikul/
medie	/medije/
mediere	/mediere/
medieșean	/medieʃĕan/
medieșeancă	/medieʃĕankə/
medieval	/medieval/
medievalism	/medievalism/
medievism	/medievism/
medievist	/medievist/
medievistică	/medievistikə/
medii	/medij/
mediile	/medijile/
meding	/medinɡ/
mediocritate	/mediokritate/
mediocriza	/mediokriza/
mediocrizare	/mediokrizare/
mediocrizat	/mediokrizat/
mediocru	/mediokru/
medita	/medita/
meditare	/meditare/
meditat	/meditat/
meditație	/meditatsije/
meditativ	/meditativ/
meditator	/meditator/
mediteranean	/mediteranean/
mediteraneean	/mediteraneĕan/
mediu	/medju/
mediului	/medjuluj/
medrea	/medrĕa/
medular	/medular/
medulită	/medulitə/
meduză	/meduzə/
mefient	/mefient/
mefiență	/mefientsə/
mefistofelic	/mefistofelik/
mefitic	/mefitik/
mefitism	/mefitism/
megabit	/meɡabit/
megacalorie	/meɡakalorije/
megaciclu	/meɡatʃiklu/
megacolon	/meɡakolon/
megacosm	/meɡakosm/
megacosmos	/meɡakosmos/
megadină	/meɡadinə/
megaerg	/meɡaerɡ/
megafon	/meɡafon/
megagraf	/meɡaɡraf/
megahertz	/meɡaherts̩/
megahit	/meɡahit/
megalit	/meɡalit/
megalitic	/meɡalitik/
megaloblast	/meɡaloblast/
megalocefal	/meɡalotʃefal/
megalocefalie	/meɡalotʃefalije/
megalocit	/meɡalotʃit/
megalocitoză	/meɡalotʃitozə/
megaloman	/meɡaloman/
megalomanie	/meɡalomanije/
megalopolis	/meɡalopolis/
megalopsie	/meɡalopsije/
megalozaur	/meɡalozaur/
megaperm	/meɡaperm/
megapir	/meɡapir/
megapyr	/meɡapir/
megarelief	/meɡarelijef/
megaric	/meɡarik/
megascopic	/meɡaskopik/
megaspor	/meɡaspor/
megasporogeneză	/meɡasporodʒenezə/
megateriu	/meɡaterju/
megatonă	/meɡatonə/
megatonic	/meɡatonik/
megawatt	/meɡavat̩/
megeră	/medʒerə/
meghistan	/megʲ̩istan/
megieș	/medʒieʃ/
megieșesc	/medʒieʃesk/
megieșie	/medʒieʃije/
megieșire	/medʒieʃire/
meglenit	/meɡlenit/
meglenoromân	/meɡlenoromɨn/
meglenoromâncă	/meɡlenoromɨnkə/
megohm	/meɡo̩m/
megohmetru	/meɡo̩metru/
megohmmetru	/meɡo̩mmetru/
mehadia	/mehadija/
mehăire	/mehəire/
mehăit	/mehəit/
mehedințean	/mehedintsĕan/
mehedințeancă	/mehedintsĕankə/
mehehe	/mehehe/
mehmendar	/mehmendar/
mehter	/mehter/
mehterbaș	/mehterbaʃ/
mehterbașa	/mehterbaʃa/
mehtup	/mehtup/
mei	/mej/
meioză	/mejozə/
meișor	/meiʃor/
meiște	/meiʃte/
mejdă	/meʒdə/
mejdină	/meʒdinə/
mejeră	/meʒerə/
mel	/mel/
melafir	/melafir/
melamină	/melaminə/
melaminat	/melaminat/
melană	/melanə/
melancolic	/melankolik/
melancolie	/melankolije/
melancoliza	/melankoliza/
melancolizare	/melankolizare/
melancolizat	/melankolizat/
melanemie	/melanemije/
melanezian	/melanezijan/
melanhidroză	/melanhidrozə/
melanic	/melanik/
melanină	/melaninə/
melanj	/melanʒ/
melanjor	/melanʒor/
melanodermie	/melanodermije/
melanom	/melanom/
melanosarcom	/melanosarkom/
melanoză	/melanozə/
melanterit	/melanterit/
melanurie	/melanurije/
melasa	/melasa/
melasare	/melasare/
melasat	/melasat/
melc	/melk/
melcat	/melkat/
melcișor	/meltʃiʃor/
mele	/mele/
meleag	/melĕaɡ/
meleaguri	/melĕaɡurʲ/
melean	/melĕan/
melegar	/meleɡar/
melenă	/melenə/
melenaș	/melenaʃ/
melentie	/melentije/
meleșcanu	/meleʃkanu/
melesteu	/melestew/
melestui	/melestui/
melestuire	/melestuire/
melestuit	/melestuit/
meleu	/melew/
melifer	/melifer/
melific	/melifik/
melinda	/melinda/
melinescu	/melinesku/
melinită	/melinitə/
melinte	/melinte/
meliorativ	/meliorativ/
meliorism	/meliorism/
meliorist	/meliorist/
melisă	/melisə/
melismă	/melismə/
melismatic	/melismatik/
melița	/melitsa/
melițare	/melitsare/
melițat	/melitsat/
melițoi	/melitsoj/
melițuică	/melitsujkə/
melodia	/melodija/
melodic	/melodik/
melodică	/melodikə/
melodicitate	/meloditʃitate/
melodie	/melodije/
melodii	/melodij/
melodimetru	/melodimetru/
melodios	/melodios/
melodism	/melodism/
melodist	/melodist/
melodramă	/melodramə/
melodramatic	/melodramatik/
melodramatism	/melodramatism/
melodramatiza	/melodramatiza/
melodramatizare	/melodramatizare/
melodramatizat	/melodramatizat/
melofob	/melofob/
melofobie	/melofobije/
meloman	/meloman/
melomanie	/melomanije/
melon	/melon/
melonidă	/melonidə/
melopee	/melopee/
melopeic	/melopeik/
melos	/melos/
meloterapic	/meloterapik/
meloterapie	/meloterapije/
melotipie	/melotipije/
melșpaiz	/melʃpajz/
membrană	/membranə/
membranos	/membranos/
membrele	/membrele/
membrii	/membrij/
membrilor	/membrilor/
membru	/membru/
memento	/memento/
memora	/memora/
memorabil	/memorabil/
memorand	/memorand/
memorandum	/memorandum/
memorare	/memorare/
memorat	/memorat/
memorativ	/memorativ/
memorator	/memorator/
memoria	/memorija/
memorial	/memorial/
memorialist	/memorialist/
memorialistic	/memorialistik/
memoriam	/memoriam/
memorie	/memorie/
memorii	/memorij/
memoriscop	/memoriskop/
memoriu	/memorju/
memoriza	/memoriza/
memorizare	/memorizare/
memorizat	/memorizat/
menadă	/menadə/
menaj	/menaʒ/
menaja	/menaʒa/
menajament	/menaʒament/
menajare	/menaʒare/
menajat	/menaʒat/
menajer	/menaʒer/
menajerie	/menaʒerije/
mendeleeviu	/mendeleevju/
mendelism	/mendelism/
mendelist	/mendelist/
mendicitate	/menditʃitate/
mendre	/mendre/
mendrea	/mendrĕa/
menestrel	/menestrel/
menghină	/mengʲ̩inə/
menghinea	/mengʲ̩inĕa/
menhir	/menhir/
menilit	/menilit/
meninge	/menindʒe/
meningian	/menindʒijan/
meningită	/menindʒitə/
meningocel	/meninɡotʃel/
meningococ	/meninɡokok/
meningopatie	/meninɡopatije/
menire	/menire/
menisc	/menisk/
menit	/menit/
menitor	/menitor/
meniu	/meniu/
meniul	/meniul/
menopauză	/menopauzə/
menoragic	/menoradʒik/
menoragie	/menoradʒije/
menoree	/menoree/
menou	/menow/
menșevic	/menʃevik/
menșevism	/menʃevism/
mensolă	/mensolə/
menstrual	/menstruwal/
menstruație	/menstruwatsije/
mensual	/mensuwal/
mentă	/mentə/
mental	/mental/
mentală	/mentalə/
mentalitate	/mentalitate/
mențină	/mentsinə/
menține	/mentsine/
menținem	/mentsinem/
menținere	/mentsinere/
mențineți	/mentsinetsʲ/
menținut	/mentsinut/
menționăm	/mentsionəm/
menționate	/mentsionate/
mențiune	/mentsiune/
mentol	/mentol/
mentolat	/mentolat/
mentor	/mentor/
mentorii	/mentorij/
mentorul	/mentorul/
menuet	/menuet/
menzil	/menzil/
meoțian	/meotsian/
mepacrină	/mepakrinə/
meplat	/meplat/
mepriza	/mepriza/
meprizabil	/meprizabil/
meprizare	/meprizare/
meprizat	/meprizat/
mer	/mer/
merar	/merar/
mercantil	/merkantil/
mercantilaj	/merkantilaʒ/
mercantilism	/merkantilism/
mercantilist	/merkantilist/
mercantiliza	/merkantiliza/
mercantilizare	/merkantilizare/
mercantilizat	/merkantilizat/
mercaptan	/merkaptan/
mercea	/mertʃ̩a/
mercede	/mertʃede/
mercenar	/mertʃenar/
merceolog	/mertʃeoloɡ/
merceologie	/mertʃeolodʒije/
mercerie	/mertʃerije/
merceriza	/mertʃeriza/
mercerizare	/mertʃerizare/
mercerizat	/mertʃerizat/
mercescu	/mertʃesku/
merchez	/merkʲ̩ez/
mercur	/merkur/
mercurial	/merkurial/
mercuric	/merkurik/
mercurism	/merkurism/
mercuros	/merkuros/
mercury	/merkuri/
merdenea	/merdenĕa/
mere	/mere/
mereaz	/merĕaz/
meredeu	/meredew/
meremet	/meremet/
meremetiseală	/meremetisĕalə/
meremetisire	/meremetisire/
meremetisit	/meremetisit/
mereng	/merenɡ/
merere	/merere/
mereu	/merew/
mereuță	/mereutsə/
merg	/merɡ/
mergător	/merɡətor/
merge	/merdʒe/
mergea	/merdʒ̩a/
mergeam	/merdʒ̩am/
mergeau	/merdʒ̩aw/
mergem	/merdʒem/
mergere	/merdʒere/
mergeți	/merdʒetsʲ/
merghindeal	/mergʲ̩indĕal/
mergi	/merdʒʲ/
mergând	/merɡɨnd/
meridian	/meridijan/
meridiană	/meridijanə/
meridiem	/meridijem/
merindare	/merindare/
merinde	/merinde/
merindeață	/merindĕatsə/
mering	/merinɡ/
merinos	/merinos/
merinoza	/merinoza/
merinozare	/merinozare/
merinozat	/merinozat/
merișor	/meriʃor/
meristem	/meristem/
merit	/merit/
merita	/merita/
meritală	/meritalə/
merităm	/meritəm/
meritare	/meritare/
meritarisire	/meritarisire/
meritarisit	/meritarisit/
meritat	/meritat/
meritați	/meritatsʲ/
merite	/merite/
meriți	/meritsʲ/
meritoriu	/meritorju/
meritos	/meritos/
merlin	/merlin/
merlon	/merlon/
merlot	/merlot/
meroblastic	/meroblastik/
meroblastică	/meroblastikə/
mers	/mers/
merse	/merse/
mersese	/mersese/
mersesem	/mersesem/
mersol	/mersol/
mersolat	/mersolat/
mersul	/mersul/
mertepea	/mertepĕa/
mertic	/mertik/
merzlotă	/merzlotə/
mesa	/mesa/
mesadă	/mesadə/
mesager	/mesadʒer/
mesagerie	/mesadʒerije/
mesaj	/mesaʒ/
mesaje	/mesaʒe/
mesajul	/mesaʒul/
mesalină	/mesalinə/
mesapic	/mesapik/
mescalină	/meskalinə/
meschin	/meskʲ̩in/
meschinărie	/meskʲ̩inərije/
meschiniza	/meskʲ̩iniza/
meschinizare	/meskʲ̩inizare/
mescioară	/mestʃ̩ŏarə/
mese	/mese/
mesean	/mesĕan/
mesei	/mesej/
meseria	/meserija/
meseriaș	/meserijaʃ/
meserie	/meserije/
meserii	/meserij/
meserniță	/mesernitsə/
mesia	/mesija/
mesianic	/mesianik/
mesianism	/mesianism/
mesianist	/mesianist/
mesiei	/mesijej/
meșină	/meʃinə/
mesișoară	/mesiʃŏarə/
mesmerian	/mesmerijan/
mesmerism	/mesmerism/
mesohippus	/mesohip̩us/
mesopotamian	/mesopotamijan/
mesopotamiene	/mesopotamijene/
mesteacăn	/mestĕakən/
mestec	/mestek/
mesteca	/mesteka/
mestecănaș	/mestekənaʃ/
mestecăneanu	/mestekənĕanu/
mestecăniș	/mestekəniʃ/
mestecare	/mestekare/
mestecat	/mestekat/
mestecător	/mestekətor/
mestecău	/mestekəw/
meșter	/meʃter/
meșteraș	/meʃteraʃ/
meșteresc	/meʃteresk/
meșterește	/meʃtereʃte/
meștergrindă	/meʃterɡrində/
meșteri	/meʃteri/
meșterie	/meʃterije/
meșterire	/meʃterire/
meșterit	/meʃterit/
meșteriță	/meʃteritsə/
meșteșug	/meʃteʃuɡ/
meșteșugar	/meʃteʃuɡar/
meșteșugăresc	/meʃteʃuɡəresk/
meșteșugareț	/meʃteʃuɡarets/
meșteșugărie	/meʃteʃuɡərije/
meșteșugărire	/meʃteʃuɡərire/
meșteșugire	/meʃteʃudʒire/
meșteșugit	/meʃteʃudʒit/
meșteșugos	/meʃteʃuɡos/
meșteșugul	/meʃteʃuɡul/
mesuță	/mesutsə/
metabioză	/metabiozə/
metabisulfit	/metabisulfit/
metabolă	/metabolə/
metabolic	/metabolik/
metabolism	/metabolism/
metabolit	/metabolit/
metaboliza	/metaboliza/
metabolizare	/metabolizare/
metabolizat	/metabolizat/
metacarp	/metakarp/
metacarpian	/metakarpijan/
metacentric	/metatʃentrik/
metacentru	/metatʃentru/
metacrilat	/metakrilat/
metacrilic	/metakrilik/
metacromatic	/metakromatik/
metacromazie	/metakromazije/
metacronism	/metakronism/
metafază	/metafazə/
metafizic	/metafizik/
metafizician	/metafizitʃijan/
metafonie	/metafonije/
metaforă	/metaforə/
metaforic	/metaforik/
metaforism	/metaforism/
metaforiza	/metaforiza/
metaforizare	/metaforizare/
metafosfat	/metafosfat/
metafosforic	/metafosforik/
metafrază	/metafrazə/
metagalaxie	/metaɡalaksije/
metagenetic	/metadʒenetik/
metageneză	/metadʒenezə/
metagramă	/metaɡramə/
metahirisire	/metahirisire/
metahirisit	/metahirisit/
metal	/metal/
metalazbest	/metalazbest/
metaldehidă	/metaldehidə/
metalepsă	/metalepsə/
metalic	/metalik/
metalică	/metalikə/
metalice	/metalitʃe/
metalifer	/metalifer/
metalimbă	/metalimbə/
metalimbaj	/metalimbaʒ/
metalingvistic	/metalinɡvistik/
metalism	/metalism/
metaliza	/metaliza/
metalizare	/metalizare/
metalizat	/metalizat/
metaloceramică	/metalotʃeramikə/
metalochimic	/metalokʲ̩imik/
metalochimie	/metalokʲ̩imije/
metalocromie	/metalokromije/
metalofobie	/metalofobije/
metalogeneză	/metalodʒenezə/
metalogenie	/metalodʒenije/
metalogică	/metalodʒikə/
metalograf	/metaloɡraf/
metalografic	/metaloɡrafik/
metalografie	/metaloɡrafije/
metalogravură	/metaloɡravurə/
metaloid	/metaloid/
metaloidic	/metaloidik/
metaloplastic	/metaloplastik/
metaloplastie	/metaloplastije/
metalosferă	/metalosferə/
metaloterapie	/metaloterapije/
metalotermie	/metalotermije/
metalurg	/metalurɡ/
metalurgic	/metalurdʒik/
metalurgie	/metalurdʒije/
metalurgist	/metalurdʒist/
metamagnetism	/metamaɡnetism/
metamatematică	/metamatematikə/
metamer	/metamer/
metamerie	/metamerije/
metamorală	/metamoralə/
metamorfic	/metamorfik/
metamorfism	/metamorfism/
metamorfoza	/metamorfoza/
metamorfozabil	/metamorfozabil/
metamorfozare	/metamorfozare/
metamorfozat	/metamorfozat/
metan	/metan/
metanefridie	/metanefridije/
metanephros	/metanef̩ros/
metanie	/metanije/
metanier	/metanijer/
metanol	/metanol/
metaplasmă	/metaplasmə/
metaplazie	/metaplazije/
metapsihic	/metapsihik/
metapsihologie	/metapsiholodʒije/
metasomatic	/metasomatik/
metasomatoză	/metasomatozə/
metastabil	/metastabil/
metastabilitate	/metastabilitate/
metastatic	/metastatik/
metastază	/metastazə/
metastazic	/metastazik/
metatars	/metatars/
metatarsian	/metatarsijan/
metateorie	/metateorije/
metatetic	/metatetik/
metateza	/metateza/
metatezare	/metatezare/
metatezat	/metatezat/
metatorace	/metatoratʃe/
metatoracic	/metatoratʃik/
metatorax	/metatoraks/
metaxenie	/metaksenije/
metazoar	/metazŏar/
meteahnă	/metĕahnə/
metec	/metek/
metempsihoză	/metempsihozə/
metencefal	/metentʃefal/
metensomatoză	/metensomatozə/
meteo	/meteo/
meteor	/meteor/
meteoric	/meteorik/
meteorism	/meteorism/
meteorit	/meteorit/
meteoritic	/meteoritik/
meteorizație	/meteorizatsije/
meteorobiologic	/meteorobiolodʒik/
meteorobiologie	/meteorobiolodʒije/
meteorograf	/meteoroɡraf/
meteorografie	/meteoroɡrafije/
meteorogramă	/meteoroɡramə/
meteorolog	/meteoroloɡ/
meteorologic	/meteorolodʒik/
meteorologie	/meteorolodʒije/
meteoropat	/meteoropat/
meteoropatie	/meteoropatije/
meteorosensibil	/meteorosensibil/
meteorutier	/meteorutijer/
meteosensibil	/meteosensibil/
meterez	/meterez/
meterhanea	/meterhanĕa/
meticulos	/metikulos/
meticulozitate	/metikulozitate/
metil	/metil/
metilare	/metilare/
metilceluloză	/metiltʃelulozə/
metilcetonă	/metiltʃetonə/
metilen	/metilen/
metilenică	/metilenikə/
metiletilcetonă	/metiletiltʃetonə/
metilfenol	/metilfenol/
metilic	/metilik/
metilmorfină	/metilmorfinə/
metiloranj	/metiloranʒ/
metilstiren	/metilstiren/
metiluree	/metiluree/
metilviolet	/metilviolet/
metis	/metis/
metisaj	/metisaʒ/
metoc	/metok/
metocar	/metokar/
metod	/metod/
metodă	/metodə/
metodei	/metodej/
metodic	/metodik/
metodică	/metodikə/
metodism	/metodism/
metodist	/metodist/
metodolog	/metodoloɡ/
metodologic	/metodolodʒik/
metodologie	/metodolodʒije/
metoh	/metoh/
metol	/metol/
metonimic	/metonimik/
metonimie	/metonimije/
metonomasie	/metonomasije/
metopă	/metopə/
metopic	/metopik/
metraj	/metraʒ/
metresă	/metresə/
metreză	/metrezə/
metri	/metri/
metric	/metrik/
metrică	/metrikə/
metrită	/metritə/
metro	/metro/
metrolec	/metrolek/
metrolog	/metroloɡ/
metrologic	/metrolodʒik/
metrologie	/metrolodʒije/
metronom	/metronom/
metronomie	/metronomije/
metropatie	/metropatije/
metropolă	/metropolə/
metropolitan	/metropolitan/
metroragic	/metroradʒik/
metroragie	/metroradʒije/
metrou	/metrow/
metroză	/metrozə/
metru	/metru/
meu	/mew/
mexican	/meksikan/
mexicancă	/meksikankə/
mezalianță	/mezaliantsə/
mezanin	/mezanin/
mezat	/mezat/
mezdrire	/mezdrire/
mezdrit	/mezdrit/
mezel	/mezel/
mezelar	/mezelar/
mezelărie	/mezelərije/
mezelic	/mezelik/
mezencefal	/mezentʃefal/
mezenchim	/mezenkʲ̩im/
mezenter	/mezenter/
mezenteric	/mezenterik/
mezenterită	/mezenteritə/
mezin	/mezin/
mezoblast	/mezoblast/
mezoblastic	/mezoblastik/
mezocarp	/mezokarp/
mezocefal	/mezotʃefal/
mezoderm	/mezoderm/
mezodermic	/mezodermik/
mezodermoză	/mezodermozə/
mezofil	/mezofil/
mezofită	/mezofitə/
mezogastric	/mezoɡastrik/
mezogastru	/mezoɡastru/
mezoglee	/mezoɡlee/
mezolitic	/mezolitik/
mezologic	/mezolodʒik/
mezologie	/mezolodʒije/
mezomer	/mezomer/
mezomerie	/mezomerije/
mezomorf	/mezomorf/
mezomorfică	/mezomorfikə/
mezon	/mezon/
mezonephros	/mezonef̩ros/
mezonic	/mezonik/
mezopauză	/mezopauzə/
mezorelief	/mezorelijef/
mezoscaf	/mezoskaf/
mezosferă	/mezosferə/
mezoteliu	/mezotelju/
mezotermal	/mezotermal/
mezotorace	/mezotoratʃe/
mezotoracic	/mezotoratʃik/
mezotron	/mezotron/
mezozaur	/mezozaur/
mezozoic	/mezozoik/
mezozonă	/mezozonə/
mg	/mɡ/
mgv	/mɡv/
mi	/mi/
mia	/mja/
miaduc	/mjaduk/
miaducea	/mjadutʃ̩a/
miai	/mjaj/
mialgie	/mialdʒije/
miam	/mjam/
miambal	/miambal/
miar	/mijar/
miasmă	/mijasmə/
miasmatic	/mijasmatik/
miastenie	/miastenije/
miați	/mjatsʲ/
miatonie	/miatonije/
miau	/mjaw/
miazănoapte	/mjazənŏapte/
mic	/mik/
mică	/mikə/
micaceu	/mikatʃew/
micafoliu	/mikafolju/
micanită	/mikanitə/
micăsasa	/mikəsasa/
micașist	/mikaʃist/
micelă	/mitʃelə/
micelian	/mitʃelian/
miceliu	/mitʃelju/
micenian	/mitʃenian/
micescu	/mitʃesku/
michiduță	/mikʲ̩idutsə/
mici	/mitʃi/
micile	/mitʃile/
miciman	/mitʃiman/
micime	/mitʃime/
micire	/mitʃire/
micit	/mitʃit/
miciurinian	/mitʃ̩urinijan/
miciurinism	/mitʃ̩urinism/
miciurinist	/mitʃ̩urinist/
miclăuș	/mikləuʃ/
micle	/mikle/
miclescu	/miklesku/
miclovan	/miklovan/
micofloră	/mikoflorə/
micolog	/mikoloɡ/
micologic	/mikolodʒik/
micologie	/mikolodʒije/
micoriză	/mikorizə/
micosterol	/mikosterol/
micotic	/mikotik/
micotoxicoză	/mikotoksikozə/
micoză	/mikozə/
micro	/mikro/
microb	/mikrob/
microbacterie	/mikrobakterije/
microbalanță	/mikrobalantsə/
microbar	/mikrobar/
microbarograf	/mikrobaroɡraf/
microbian	/mikrobian/
microbicid	/mikrobitʃid/
microbii	/mikrobij/
microbiolog	/mikrobioloɡ/
microbiologic	/mikrobiolodʒik/
microbiologie	/mikrobiolodʒije/
microbiologist	/mikrobiolodʒist/
microbism	/mikrobism/
microbist	/mikrobist/
microbofobie	/mikrobofobije/
microbuz	/mikrobuz/
microcalculator	/mikrokalkulator/
microcantină	/mikrokantinə/
microcarieră	/mikrokarijerə/
microcefal	/mikrotʃefal/
microcefalie	/mikrotʃefalije/
microcentrală	/mikrotʃentralə/
microchimic	/mikrokʲ̩imik/
microchimie	/mikrokʲ̩imije/
microchirurgie	/mikrokʲ̩irurdʒije/
microcip	/mikrotʃip/
microcircuit	/mikrotʃirkuit/
microcit	/mikrotʃit/
microcitoză	/mikrotʃitozə/
microclimă	/mikroklimə/
microclimat	/mikroklimat/
microclimatic	/mikroklimatik/
microclin	/mikroklin/
micrococ	/mikrokok/
microcomputer	/mikrokomputer/
microcosm	/mikrokosm/
microcosmic	/mikrokosmik/
microcosmos	/mikrokosmos/
microcristalin	/mikrokristalin/
microcurent	/mikrokurent/
microdactil	/mikrodaktil/
microdactilie	/mikrodaktilije/
microdeltă	/mikrodeltə/
microdisecție	/mikrodisektsije/
microdoză	/mikrodozə/
microdur	/mikrodur/
microeconomic	/mikroekonomik/
microeconomie	/mikroekonomije/
microelectronic	/mikroelektronik/
microelement	/mikroelement/
microeseu	/mikroesew/
microfarad	/mikrofarad/
microfaună	/mikrofaunə/
microfil	/mikrofil/
microfilm	/mikrofilm/
microfilma	/mikrofilma/
microfilmare	/mikrofilmare/
microfilmat	/mikrofilmat/
microfilmotecă	/mikrofilmotekə/
microfită	/mikrofitə/
microfizică	/mikrofizikə/
microfloră	/mikroflorə/
microfloristic	/mikrofloristik/
microfon	/mikrofon/
microfonic	/mikrofonik/
microfonie	/mikrofonije/
microfonist	/mikrofonist/
microfosilă	/mikrofosilə/
microfotocopie	/mikrofotokopije/
microfotografic	/mikrofotoɡrafik/
microfotografie	/mikrofotoɡrafije/
microfotometru	/mikrofotometru/
microfulger	/mikrofuldʒer/
microgamet	/mikroɡamet/
microgenerator	/mikrodʒenerator/
microglosar	/mikroɡlosar/
micrografie	/mikroɡrafije/
microgram	/mikroɡram/
microgrup	/mikroɡrup/
microhală	/mikrohalə/
microhenri	/mikrohenri/
microimprimare	/mikroimprimare/
microinterval	/mikrointerval/
microinterviu	/mikrointerviw/
microlit	/mikrolit/
microlitic	/mikrolitik/
micrologie	/mikrolodʒije/
micromanometru	/mikromanometru/
micrometeorit	/mikrometeorit/
micrometric	/mikrometrik/
micrometrie	/mikrometrije/
micrometru	/mikrometru/
micromicetă	/mikromitʃetə/
micromicron	/mikromikron/
micromilimetru	/mikromilimetru/
micromodul	/mikromodul/
micromoleculă	/mikromolekulə/
micromolecular	/mikromolekular/
micromonografie	/mikromonoɡrafije/
micromotor	/mikromotor/
micron	/mikron/
micronezian	/mikronezijan/
micronucleu	/mikronuklew/
microobiect	/mikroobjekt/
microohm	/mikroo̩m/
microordinator	/mikroordinator/
microorganism	/mikroorɡanism/
microparticulă	/mikropartikulə/
micropil	/mikropil/
microporos	/mikroporos/
microprocesor	/mikroprotʃesor/
microproducție	/mikroproduktsije/
microprotal	/mikroprotal/
micropsie	/mikropsije/
microraion	/mikrorajon/
microreceptor	/mikroretʃeptor/
microrecital	/mikroretʃital/
microrelief	/mikrorelijef/
microril	/mikroril/
microrilă	/mikrorilə/
microsecundă	/mikrosekundə/
microseism	/mikroseism/
microsistem	/mikrosistem/
microsomie	/mikrosomije/
microtelefon	/mikrotelefon/
microtidă	/mikrotidə/
microtom	/mikrotom/
microtraumatism	/mikrotraumatism/
microtron	/mikrotron/
microturbină	/mikroturbinə/
microundă	/mikroundə/
microunivers	/mikrounivers/
microuzină	/mikrouzinə/
microvolt	/mikrovolt/
microvoltmetru	/mikrovoltmetru/
microwatt	/mikrovat̩/
microzonă	/mikrozonə/
micsandră	/miksandrə/
micșor	/mikʃor/
micșora	/mikʃora/
micșorare	/mikʃorare/
micșorat	/mikʃorat/
micșorau	/mikʃoraw/
micșorel	/mikʃorel/
micșorime	/mikʃorime/
micșunea	/mikʃunĕa/
micșura	/mikʃura/
micșurare	/mikʃurare/
micșurat	/mikʃurat/
micțiune	/miktsiune/
micturiție	/mikturitsije/
micu	/miku/
micul	/mikul/
micului	/mikuluj/
micușor	/mikuʃor/
micuț	/mikuts/
micuțel	/mikutsel/
micuțul	/mikutsul/
midi	/midi/
midie	/midije/
midinetă	/midinetə/
midriatic	/midriatik/
midriază	/midriazə/
mie	/mije/
mied	/mjed/
mielărea	/mjelərĕa/
mielencefal	/mijelentʃefal/
mielină	/mijelinə/
mielinic	/mijelinik/
mielinizare	/mijelinizare/
mielită	/mjelitə/
mieloblast	/mijeloblast/
mielocit	/mijelotʃit/
mielografie	/mijeloɡrafije/
mielogramă	/mijeloɡramə/
mielom	/mijelom/
mielopatie	/mijelopatije/
mieloză	/mijelozə/
miera	/mjera/
miercurea	/mjerkurĕa/
miercureaciuc	/mjerkurĕatʃ̩uk/
miercuri	/mjerkurʲ/
miere	/mjere/
mierea	/mjerĕa/
miez	/mjez/
miezul	/mjezul/
migăire	/miɡəire/
migăit	/miɡəit/
migală	/miɡalə/
migăleală	/miɡəlĕalə/
migălire	/miɡəlire/
migălit	/miɡəlit/
migălitură	/miɡəliturə/
migălos	/miɡəlos/
migdal	/miɡdal/
migdalat	/miɡdalat/
mâglă	/mɨɡlə/
mâglaș	/mɨɡlaʃ/
mâgliseală	/mɨɡlisĕalə/
mâglisire	/mɨɡlisire/
mâglisit	/mɨɡlisit/
mâglisitor	/mɨɡlisitor/
migmă	/miɡmə/
migmatit	/miɡmatit/
migmatită	/miɡmatitə/
mignon	/minion/
migra	/miɡra/
migrare	/miɡrare/
migrat	/miɡrat/
migrație	/miɡratsije/
migrațiune	/miɡratsiune/
migrator	/miɡrator/
migrenă	/miɡrenə/
mihăescu	/mihəesku/
mihăești	/mihəeʃtʲ/
mihai	/mihaj/
mihăilă	/mihəilə/
mihăileanu	/mihəilĕanu/
mihăileni	/mihəilenʲ/
mihăilescu	/mihəilesku/
mihăilești	/mihəileʃtʲ/
mihaiu	/mihaju/
mihalcea	/mihaltʃ̩a/
mihalț	/mihalts/
mihălțan	/mihəltsan/
mihele	/mihele/
mâhnicios	/mɨhnitʃ̩os/
mâhniciune	/mɨhnitʃ̩une/
mâhnire	/mɨhnire/
mâhnit	/mɨhnit/
mâhnitor	/mɨhnitor/
mihoc	/mihok/
mihoho	/mihoho/
mihona	/mihona/
mihonare	/mihonare/
mihonire	/mihonire/
mihoti	/mihoti/
mihotire	/mihotire/
mihrab	/mihrab/
mihu	/mihu/
mihuleac	/mihulĕak/
mihuț	/mihuts/
mii	/mij/
miilea	/mijilĕa/
miime	/mijime/
mâine	/mɨjne/
mâinea	/mɨjnĕa/
mâini	/mɨjnʲ/
mâinile	/mɨjnile/
miișoară	/mijiʃŏarə/
mâitură	/mɨjturə/
mijă	/miʒə/
mijeală	/miʒĕalə/
mijire	/miʒire/
mijit	/miʒit/
mijitor	/miʒitor/
mijloace	/miʒlŏatʃe/
mijloacele	/miʒlŏatʃele/
mijloc	/miʒlok/
mijlocar	/miʒlokar/
mijlocaș	/miʒlokaʃ/
mijlocea	/miʒlotʃ̩a/
mijlocel	/miʒlotʃel/
mijlocele	/miʒlotʃele/
mijloci	/miʒlotʃi/
mijlocie	/miʒlotʃije/
mijlocire	/miʒlotʃire/
mijlocit	/miʒlotʃit/
mijlocitor	/miʒlotʃitor/
mijlocul	/miʒlokul/
