가	/ka̠/
분교	/punɡjo/
분교장	/punɡjod͡ʑa̠ŋ/
분권	/punɡwʌ̹n/
분권주의	/punɡwʌ̹nd͡ʑuɰi/
분규	/punɡju/
분극	/punɡɯk̚/
분극화	/punɡɯkʰwa̠/
분근	/punɡɯn/
분금	/punɡɯm/
분급	/punɡɯp̚/
분기	/punɡi/
분기공	/punɡiɡo̞ŋ/
분기선	/punɡisʰʌ̹n/
분기점	/punɡid͡ʑʌ̹m/
분기충천	/punɡit͡ɕʰuŋt͡ɕʰʌ̹n/
분기충천하다	/punɡit͡ɕʰuŋt͡ɕʰʌ̹nɦa̠da̠/
분납	/punna̠p̚/
분납하다	/punna̠pʰa̠da̠/
분노	/punno̞/
분노 조절 장애	/punno̞ t͡ɕo̞d͡ʑʌ̹ɭ t͡ɕa̠ŋɛ̝/
분노 조절 장애	/punno̞ t͡ɕo̞d͡ʑʌ̹ɭ t͡ɕa̠ŋɛ̝/
분노하다	/punno̞ɦa̠da̠/
분뇨	/punɲjo/
분단	/punda̠n/
분단국가	/punda̠nɡuk̚k͈a̠/
분단되다	/punda̠ndø̞da̠/, /punda̠ndwe̞da̠/
분단신	/punda̠nɕʰin/
분단윤회	/punda̠ɲjunɦø̞/, /punda̠ɲjunβwe̞/
분단장	/punda̠nd͡ʑa̠ŋ/
분단하다	/punda̠nɦa̠da̠/
분담	/punda̠m/
분담금	/punda̠mɡɯm/
분담하다	/punda̠mɦa̠da̠/
분당	/punda̠ŋ/
분대	/pundɛ̝/
분대장	/pundɛ̝d͡ʑa̠ŋ/
분도기	/pundo̞ɡi/
분독	/pundo̞k̚/
분동	/pundo̞ŋ/
분등	/pundɯŋ/
분등천	/pundɯŋt͡ɕʰʌ̹n/
분란	/puɭɭa̠n/
분량	/puɭʎja̠ŋ/
분류	/puɭʎju/
분류되다	/puɭʎjudø̞da̠/, /puɭʎjudwe̞da̠/
분류하다	/puɭʎjuɦa̠da̠/
분류학	/puɭʎjuɦa̠k̚/
분리	/puɭʎi/
분리고기압	/puɭʎiɡo̞ɡia̠p̚/
분리도	/puɭʎido̞/
분리되다	/puɭʎidø̞da̠/, /puɭʎidwe̞da̠/
분리음	/puɭʎiɯm/
분리저기압	/puɭʎid͡ʑʌ̹ɡia̠p̚/
분리파	/puɭʎipʰa̠/
분리하다	/puɭʎiɦa̠da̠/
분립	/puɭʎip̚/
분립되다	/puɭʎip̚t͈ø̞da̠/, /puɭʎip̚t͈we̞da̠/
분립하다	/puɭʎipʰa̠da̠/
분만	/punma̠n/
분만하다	/punma̠nɦa̠da̠/
분말	/punma̠ɭ/
분말기	/punma̠ɭɡi/
분망	/punma̠ŋ/
분망하다	/punma̠ŋɦa̠da̠/
분매	/punmɛ̝/
분명	/punmjʌ̹ŋ/
분명하다	/punmjʌ̹ŋɦa̠da̠/
분명해지다	/punmjʌ̹ŋɦɛ̝d͡ʑida̠/
분명히	/punmjʌ̹ŋʝi/
분모	/punmo̞/
분묘	/punmjo/
분무	/punmu/
분무기	/punmuɡi/
분문열호	/punmuɲjʌ̹ɾβo̞/
분문열호하다	/punmuɲjʌ̹ɾβo̞ɦa̠da̠/
분반	/punba̠n/
분반하다	/punba̠nɦa̠da̠/
분발	/punba̠ɭ/
분발하다	/punba̠ɾɦa̠da̠/
분방	/punba̠ŋ/
분방자재	/punba̠ŋd͡ʑa̠d͡ʑɛ̝/
분방하다	/punba̠ŋɦa̠da̠/
분배	/punbɛ̝/
분배되다	/punbɛ̝dø̞da̠/, /punbɛ̝dwe̞da̠/
분배법칙	/punbɛ̝bʌ̹p̚t͡ɕʰik̚/
분배세	/punbɛ̝sʰe̞/
분벽사창	/punbjʌ̹ks͈a̠t͡ɕʰa̠ŋ/
분변위	/punbjʌ̹nɥi/, /punbjʌ̹ny/
분별	/punbjʌ̹ɭ/
분별증류	/punbjʌ̹ɭd͡ʑɯŋɲju/
분별하다	/punbjʌ̹ɾɦa̠da̠/
분봉	/punbo̞ŋ/
분부	/punbu/
분부하다	/punbuɦa̠da̠/
분분	/punbun/
분분하다	/punbunɦa̠da̠/
분비	/punbi/
분비되다	/punbidø̞da̠/, /punbidwe̞da̠/
분비물	/punbimuɭ/
분비선	/punbisʰʌ̹n/
분비세포	/punbisʰe̞pʰo̞/
분비신경	/punbiɕʰinɡjʌ̹ŋ/
분비액	/punbiɛ̝k̚/
분비하다	/punbiɦa̠da̠/
분빠이	/punp͈a̠i/
분사	/punsʰa̠/
분산	/punsʰa̠n/
분산도	/punsʰa̠ndo̞/
분산되다	/punsʰa̠ndø̞da̠/, /punsʰa̠ndwe̞da̠/
분산매	/punsʰa̠nmɛ̝/
분산질	/punsʰa̠nd͡ʑiɭ/
분산투자	/punsʰa̠ntʰud͡ʑa̠/
분산하다	/punsʰa̠nɦa̠da̠/
분상	/punsʰa̠ŋ/
분생자	/punsʰɛ̝ŋd͡ʑa̠/
분서	/punsʰʌ̹/
분서갱유	/punsʰʌ̹ɡɛ̝ŋju/
분석	/punsʰʌ̹k̚/
분석 철학	/punsʰʌ̹k̚ t͡ɕʰʌ̹ɾɦa̠k̚/
분석구	/punsʰʌ̹k̚k͈u/
분석되다	/punsʰʌ̹k̚t͈ø̞da̠/, /punsʰʌ̹k̚t͈we̞da̠/
분석비평	/punsʰʌ̹k̚p͈ipʰjʌ̹ŋ/
분석적	/punsʰʌ̹k̚t͡ɕ͈ʌ̹k̚/
분석 철학	/punsʰʌ̹k̚ t͡ɕʰʌ̹ɾɦa̠k̚/
분석하다	/punsʰʌ̹kʰa̠da̠/
분석화학	/punsʰʌ̹kʰwa̠ɦa̠k̚/
분선	/punsʰʌ̹n/
분성적	/punsʰʌ̹ŋd͡ʑʌ̹k̚/
분세	/punsʰe̞/
분세수	/punsʰe̞sʰu/
분소	/punsʰo̞/
분속	/punsʰo̞k̚/
분쇄	/punsʰwɛ̝/
분쇄되다	/punsʰwɛ̝dø̞da̠/, /punsʰwɛ̝dwe̞da̠/
분쇄하다	/punsʰwɛ̝ɦa̠da̠/
분수	/punsʰu/
분수계	/punsʰuɡje̞/, /punsʰuɡe̞/
분수기	/punsʰuɡi/
분수대	/punsʰudɛ̝/
분수령	/punsʰuɾjʌ̹ŋ/
분수식	/punsʰuɕʰik̚/
분수지	/punsʰud͡ʑi/
분수탑	/punsʰutʰa̠p̚/
분승	/punsʰɯŋ/
분승하다	/punsʰɯŋɦa̠da̠/
분식	/punɕʰik̚/
분식결산	/punɕʰik̚k͈jʌ̹ɭsʰa̠n/
분식예금	/punɕʰiɡje̞ɡɯm/
분신	/punɕʰin/
분실	/punɕʰiɭ/
분실되다	/punɕʰiɭdø̞da̠/, /punɕʰiɭdwe̞da̠/
분실하다	/punɕʰiɾɦa̠da̠/
분액불	/punɛ̝k̚p͈uɭ/
분야	/puɲja̠/
분양	/puɲja̠ŋ/
분양가	/puɲja̠ŋɡa̠/
분양되다	/puɲja̠ŋdø̞da̠/, /puɲja̠ŋdwe̞da̠/
분양주택	/puɲja̠ŋd͡ʑutʰɛ̝k̚/
분양지	/puɲja̠ŋd͡ʑi/
분양하다	/puɲja̠ŋɦa̠da̠/
분업	/punʌ̹p̚/
분업화	/punʌ̹pʰwa̠/
분업화되다	/punʌ̹pʰwa̠dø̞da̠/, /punʌ̹pʰwa̠dwe̞da̠/
분업화하다	/punʌ̹pʰwa̠ɦa̠da̠/
분연	/puɲjʌ̹n/
분열	/puɲjʌ̹ɭ/
분열균류	/puɲjʌ̹ɭɡjuɭʎju/
분열되다	/puɲjʌ̹ɭdø̞da̠/, /puɲjʌ̹ɭdwe̞da̠/
분열성핵	/puɲjʌ̹ɭsʰʌ̹ŋɦɛ̝k̚/
분열식	/puɲjʌ̹ɭɕʰik̚/
분열조직	/puɲjʌ̹ɭd͡ʑo̞d͡ʑik̚/
분열하다	/puɲjʌ̹ɾɦa̠da̠/
분원	/punwʌ̹n/
분위기	/punɥiɡi/, /punyɡi/
분유	/puɲju/
분유정	/puɲjud͡ʑʌ̹ŋ/
분익농	/puniŋno̞ŋ/
분익농민	/puniŋno̞ŋmin/
분익소작	/puniks͈o̞d͡ʑa̠k̚/
분일제	/puniɭd͡ʑe̞/
분자	/pund͡ʑa̠/
분자구조	/pund͡ʑa̠ɡud͡ʑo̞/
분자농도	/pund͡ʑa̠no̞ŋdo̞/
분자량	/pund͡ʑa̠ɾja̠ŋ/
분자력	/pund͡ʑa̠ɾjʌ̹k̚/
분자병	/pund͡ʑa̠bjʌ̹ŋ/
분자선	/pund͡ʑa̠sʰʌ̹n/
분자설	/pund͡ʑa̠sʰʌ̹ɭ/
분자식	/pund͡ʑa̠ɕʰik̚/
분자운동	/pund͡ʑa̠undo̞ŋ/
분작	/pund͡ʑa̠k̚/
분잡	/pund͡ʑa̠p̚/
분잡하다	/pund͡ʑa̠pʰa̠da̠/
분장	/pund͡ʑa̠ŋ/
분장사	/pund͡ʑa̠ŋsʰa̠/
분장실	/pund͡ʑa̠ŋɕʰiɭ/
분장하다	/pund͡ʑa̠ŋɦa̠da̠/
분재	/pund͡ʑɛ̝/
분쟁	/pund͡ʑɛ̝ŋ/
분쟁하다	/pund͡ʑɛ̝ŋɦa̠da̠/
분전	/pund͡ʑʌ̹n/
분전하다	/pund͡ʑʌ̹nɦa̠da̠/
분절	/pund͡ʑʌ̹ɭ/
분절운동	/pund͡ʑʌ̹ɾundo̞ŋ/
분절음	/pund͡ʑʌ̹ɾɯm/
분점	/pund͡ʑʌ̹m/
분점월	/pund͡ʑʌ̹mwʌ̹ɭ/
분주	/pund͡ʑu/
분주지	/pund͡ʑud͡ʑi/
분주하다	/pund͡ʑuɦa̠da̠/
분지	/pund͡ʑi/
분지나무	/pund͡ʑina̠mu/
분철	/punt͡ɕʰʌ̹ɭ/
분철금점	/punt͡ɕʰʌ̹ɭɡɯmd͡ʑʌ̹m/
분철되다	/punt͡ɕʰʌ̹ɭdø̞da̠/, /punt͡ɕʰʌ̹ɭdwe̞da̠/
분철하다	/punt͡ɕʰʌ̹ɾɦa̠da̠/
분첩	/punt͡ɕʰʌ̹p̚/
분청사기	/punt͡ɕʰʌ̹ŋsʰa̠ɡi/
분청음	/punt͡ɕʰʌ̹ŋɯm/
분체	/punt͡ɕʰe̞/
분초	/punt͡ɕʰo̞/
분출	/punt͡ɕʰuɭ/
분출구	/punt͡ɕʰuɭɡu/
분출되다	/punt͡ɕʰuɭdø̞da̠/, /punt͡ɕʰuɭdwe̞da̠/
분출물	/punt͡ɕʰuɭmuɭ/
분출암	/punt͡ɕʰuɾa̠m/
분출하다	/punt͡ɕʰuɾɦa̠da̠/
분침	/punt͡ɕʰim/
분칭	/punt͡ɕʰiŋ/
분탕	/puntʰa̠ŋ/
분토	/puntʰo̞/
분통	/puntʰo̞ŋ/
분투	/puntʰu/
분투하다	/puntʰuɦa̠da̠/
분파	/punpʰa̠/
분패	/punpʰɛ̝/
분패하다	/punpʰɛ̝ɦa̠da̠/
분포	/punpʰo̞/
분포도	/punpʰo̞do̞/
분포되다	/punpʰo̞dø̞da̠/, /punpʰo̞dwe̞da̠/
분포율	/punpʰo̞juɭ/
분포하다	/punpʰo̞ɦa̠da̠/
분표	/punpʰjo/
분표하다	/punpʰjoɦa̠da̠/
분필	/punpʰiɭ/
분하전	/punɦa̠d͡ʑʌ̹n/
분한	/punɦa̠n/
분할	/punɦa̠ɭ/
분할급	/punɦa̠ɭɡɯp̚/
분할불	/punɦa̠ɭbuɭ/
분할상속	/punɦa̠ɭsʰa̠ŋsʰo̞k̚/
분할상환	/punɦa̠ɭsʰa̠ŋβwa̠n/
분할지도	/punɦa̠ɭd͡ʑido̞/
분할하다	/punɦa̠ɾɦa̠da̠/
분합	/punɦa̠p̚/
분합대	/punɦa̠p̚t͈ɛ̝/
분합하다	/punɦa̠pʰa̠da̠/
분해	/punɦɛ̝/
분해기	/punɦɛ̝ɡi/
분해능	/punɦɛ̝nɯŋ/
분해되다	/punɦɛ̝dø̞da̠/, /punɦɛ̝dwe̞da̠/
분해열	/punɦɛ̝jʌ̹ɭ/
분해자	/punɦɛ̝d͡ʑa̠/
분해전압	/punɦɛ̝d͡ʑʌ̹na̠p̚/
분해증류	/punɦɛ̝d͡ʑɯŋɲju/
분해하다	/punɦɛ̝ɦa̠da̠/
분향	/punʝja̠ŋ/
분향재배	/punʝja̠ŋd͡ʑɛ̝bɛ̝/
분향하다	/punʝja̠ŋɦa̠da̠/
분홍	/punβo̞ŋ/
분홍방	/punβo̞ŋba̠ŋ/
분홍색	/punβo̞ŋsʰɛ̝k̚/
분화	/punβwa̠/
분화구	/punβwa̠ɡu/
분화되다	/punβwa̠dø̞da̠/, /punβwa̠dwe̞da̠/
분화하다	/punβwa̠ɦa̠da̠/
분황사	/punβwa̠ŋsʰa̠/
분회	/punɦø̞/, /punβwe̞/
붇다	/put̚t͈a̠/
불	/puɭ/
불가	/puɭɡa̠/
불가결	/puɭɡa̠ɡjʌ̹ɭ/
불가결하다	/puɭɡa̠ɡjʌ̹ɾɦa̠da̠/
불가근	/puɭɡa̠ɡɯn/
불가능	/puɭɡa̠nɯŋ/
불가능하다	/puɭɡa̠nɯŋɦa̠da̠/
불가리아	/puɭɡa̠ɾia̠/
불가리아어	/puɭɡa̠ɾia̠ʌ̹/
불가리아인	/puɭɡa̠ɾia̠in/
불가부득	/puɭɡa̠budɯk̚/
불가분	/puɭɡa̠bun/
불가불	/puɭɡa̠buɭ/
불가사의	/puɭɡa̠sʰa̠ɰi/
불가사의하다	/puɭɡa̠sʰa̠ɰiɦa̠da̠/
불가산명사	/puɭɡa̠sʰa̠nmjʌ̹ŋsʰa̠/
불가서	/puɭɡa̠sʰʌ̹/
불가설	/puɭɡa̠sʰʌ̹ɭ/
불가승수	/puɭɡa̠sʰɯŋsʰu/
불가피	/puɭɡa̠pʰi/
불가피하다	/puɭɡa̠pʰiɦa̠da̠/
불가하다	/puɭɡa̠ɦa̠da̠/
불강	/puɭɡa̠ŋ/
불걱	/puɭɡʌ̹k̚/
불걱거리다	/puɭɡʌ̹k̚k͈ʌ̹ɾida̠/
불건전	/puɭɡʌ̹nd͡ʑʌ̹n/
불겅	/puɭɡʌ̹ŋ/
불견딜성	/puɭɡjʌ̹ndiɭsʰʌ̹ŋ/
불결하다	/puɭɡjʌ̹ɾɦa̠da̠/
불경기	/puɭɡjʌ̹ŋɡi/
불고기	/puɭɡo̞ɡi/
불공평	/puɭɡo̞ŋpʰjʌ̹ŋ/
불과	/puɭɡwa̠/
불과하다	/puɭɡwa̠ɦa̠da̠/
불교	/puɭɡjo/
불교도	/puɭɡjodo̞/
불교학	/puɭɡjoɦa̠k̚/
불구	/puɭɡu/
불구자	/puɭɡud͡ʑa̠/
불구하다	/puɭɡuɦa̠da̠/
불규칙	/puɭɡjut͡ɕʰik̚/
불규칙 동사	/puɭɡjut͡ɕʰik̚ to̞ŋsʰa̠/
불규칙 활용	/puɭɡjut͡ɕʰik̚ ɸwa̠ɾjoŋ/
불규칙 동사	/puɭɡjut͡ɕʰik̚ to̞ŋsʰa̠/
불규칙하다	/puɭɡjut͡ɕʰikʰa̠da̠/
불그데데	/puɭɡɯde̞de̞/
불그뎅뎅	/puɭɡɯde̞ŋde̞ŋ/
불그름	/puɭɡɯɾɯm/
불그무레	/puɭɡɯmuɾe̞/
불그숙숙	/puɭɡɯsʰuks͈uk̚/
불그스름	/puɭɡɯsʰɯɾɯm/
불그죽죽	/puɭɡɯd͡ʑuk̚t͡ɕ͈uk̚/
불꽃	/puɭk͈o̞t̚/
불끌탄	/puɭk͈ɯɭtʰa̠n/
불능	/puɭɭɯŋ/
불다	/puɭda̠/
불도그	/puɭdo̞ɡɯ/
불도저	/puɭdo̞d͡ʑʌ̹/
불도젤	/puɭdo̞d͡ʑe̞ɭ/
불두덩	/puɭdudʌ̹ŋ/
불뚱	/puɭt͈uŋ/
불란서	/puɭɭa̠nsʰʌ̹/
불란서어	/puɭɭa̠nsʰʌ̹ʌ̹/
불량	/puɭʎja̠ŋ/
불러일으키다	/puɭɭʌ̹iɾɯkçida̠/
불룩	/puɭɭuk̚/
불리다	/puɭʎida̠/
불리하다	/puɭʎiɦa̠da̠/
불막이	/puɭma̠ɡi/
불막이벽	/puɭma̠ɡibjʌ̹k̚/
불만	/puɭma̠n/
불모지	/puɭmo̞d͡ʑi/
불문	/puɭmun/
불문곡직	/puɭmunɡo̞k̚t͡ɕ͈ik̚/
불미쟁이	/puɭmid͡ʑɛ̝ŋi/
불민	/puɭmin/
불법	/puɭbʌ̹p̚/
불법적	/puɭbʌ̹p̚t͡ɕ͈ʌ̹k̚/
불변	/puɭbjʌ̹n/
불복	/puɭbo̞k̚/
불빛	/puɭbit̚/
불상사	/puɭsʰa̠ŋsʰa̠/
불성실하다	/puɭsʰʌ̹ŋɕʰiɾɦa̠da̠/
불소	/puɭsʰo̞/
불소치약	/puɭsʰo̞t͡ɕʰija̠k̚/
불순	/puɭsʰun/
불시	/puɭɕʰi/
불심지	/puɭɕʰimd͡ʑi/
불쌍	/puɭs͈a̠ŋ/
불쌍하다	/puɭs͈a̠ŋɦa̠da̠/
불쌍히	/puɭs͈a̠ŋʝi/
불쑥	/puɭs͈uk̚/
불안	/puɾa̠n/
불안정	/puɾa̠nd͡ʑʌ̹ŋ/
불안정대기	/puɾa̠nd͡ʑʌ̹ŋdɛ̝ɡi/
불안정선	/puɾa̠nd͡ʑʌ̹ŋsʰʌ̹n/
불안정지수	/puɾa̠nd͡ʑʌ̹ŋd͡ʑisʰu/
불안정파	/puɾa̠nd͡ʑʌ̹ŋpʰa̠/
불안정하다	/puɾa̠nd͡ʑʌ̹ŋɦa̠da̠/
불안하다	/puɾa̠nɦa̠da̠/
불알	/puɾa̠ɭ/
불어	/puɾʌ̹/
불어오다	/puɾʌ̹o̞da̠/
불여우	/puɭʎjʌ̹u/
불연속면	/puɾjʌ̹nsʰo̞ŋmjʌ̹n/
불연속층	/puɾjʌ̹nsʰo̞k̚t͡ɕʰɯŋ/
불온	/puɾo̞n/
불완전하다	/puɾwa̠nd͡ʑʌ̹nɦa̠da̠/
불우	/puɾu/
불이익	/puɾiik̚/
불일치	/puɾiɭt͡ɕʰi/
불일치하다	/puɾiɭt͡ɕʰiɦa̠da̠/
불임	/puɾim/
불입	/puɾip̚/
불자	/puɭd͡ʑa̠/
불적	/puɭd͡ʑʌ̹k̚/
불참하다	/puɭt͡ɕʰa̠mɦa̠da̠/
불충	/puɭt͡ɕʰuŋ/
불충분하다	/puɭt͡ɕʰuŋbunɦa̠da̠/
불친절하다	/puɭt͡ɕʰind͡ʑʌ̹ɾɦa̠da̠/
불쾌	/puɭkʰwɛ̝/
불쾌지수	/puɭkʰwɛ̝d͡ʑisʰu/
불쾌하다	/puɭkʰwɛ̝ɦa̠da̠/
불쾌히	/puɭkʰwɛ̝ʝi/
불탈가스	/puɭtʰa̠ɭɡa̠sʰɯ/
불탈성	/puɭtʰa̠ɭsʰʌ̹ŋ/
불투명	/puɭtʰumjʌ̹ŋ/
불퉁	/puɭtʰuŋ/
불편	/puɭpʰjʌ̹n/
불편하다	/puɭpʰjʌ̹nɦa̠da̠/
불평	/puɭpʰjʌ̹ŋ/
불평등하다	/puɭpʰjʌ̹ŋdɯŋɦa̠da̠/
불평하다	/puɭpʰjʌ̹ŋɦa̠da̠/
불포화	/puɭpʰo̞βwa̠/
불포화공기	/puɭpʰo̞βwa̠ɡo̞ŋɡi/
불필요	/puɭpʰiɾjo/
불필요하다	/puɭpʰiɾjoɦa̠da̠/
불하	/puɾɦa̠/
불행	/puɾɦɛ̝ŋ/
불행하다	/puɾɦɛ̝ŋɦa̠da̠/
불현듯	/puɾʝjʌ̹ndɯt̚/
불현듯이	/puɾʝjʌ̹ndɯɕʰi/
불화	/puɾβwa̠/
불확실하다	/puɾβwa̠kɕ͈iɾɦa̠da̠/
불활발	/puɾβwa̠ɭba̠ɭ/
불황	/puɾβwa̠ŋ/
불효	/puɾʝjo/
붉다	/puk̚t͈a̠/
붉은	/puɭɡɯn/
붉은귀거북	/puɭɡɯnɡɥiɡʌ̹buk̚/, /puɭɡɯnɡyɡʌ̹buk̚/
붉음	/puɭɡɯm/
붐비다	/pumbida̠/
붓꽃	/put̚k͈o̞t̚/
붓다	/put̚t͈a̠/
붕괴	/puŋɡø̞/, /puŋɡwe̞/
붕산면	/puŋsʰa̠nmjʌ̹n/
붕산수	/puŋsʰa̠nsʰu/
붕산연고	/puŋsʰa̠ɲjʌ̹nɡo̞/
붕성지통	/puŋsʰʌ̹ŋd͡ʑitʰo̞ŋ/
붕소	/puŋsʰo̞/
붕어	/puŋʌ̹/
붕우	/puŋu/
붕우유신	/puŋujuɕʰin/
붕우책선	/puŋut͡ɕʰɛ̝ks͈ʌ̹n/
붕적토	/puŋd͡ʑʌ̹k̚tʰo̞/
붕정만리	/puŋd͡ʑʌ̹ŋma̠ɭʎi/
붙다	/put̚t͈a̠/
붙들다	/put̚t͈ɯɭda̠/
붙박이별	/put̚p͈a̠ɡibjʌ̹ɭ/
붙어살이	/putʰʌ̹sʰa̠ɾi/
붙이	/put͡ɕʰi/
붙이다	/put͡ɕʰida̠/
붙잡다	/put̚t͡ɕ͈a̠p̚t͈a̠/
붙잡히다	/put̚t͡ɕ͈a̠pʰida̠/
붴	/pwʌ̹k̚/
브라자	/pɯɾa̠d͡ʑa̠/
브라질	/pɯɾa̠d͡ʑiɭ/
브라찌슬라바	/pɯɾa̠t͡ɕ͈isʰɯɭɭa̠ba̠/
브라티슬라바	/pɯɾa̠tʰisʰɯɭɭa̠ba̠/
브라후이어	/pɯɾa̠βuiʌ̹/
브래지어	/pɯɾɛ̝d͡ʑiʌ̹/
브랜드	/pɯɾɛ̝ndɯ/
브레이크	/pɯɾe̞ikxɯ/
브레통인	/pɯɾe̞tʰo̞ŋin/
브롬	/pɯɾo̞m/
브루나이	/pɯɾuna̠i/
브뤼셀	/pɯɾɥisʰe̞ɭ/, /pɯɾysʰe̞ɭ/
브뤼크너 주기	/pɯɾɥikxɯnʌ̹ t͡ɕuɡi/, /pɯɾykxɯnʌ̹ t͡ɕuɡi/
브류쎌	/pɯɾjus͈e̞ɭ/
브르네이	/pɯɾɯne̞i/
브르타뉴	/pɯɾɯtʰa̠ɲju/
블라고에프그라드	/pɯɭɭa̠ɡo̞e̞pʰɯɡɯɾa̠dɯ/
블라디미르	/pɯɭɭa̠dimiɾɯ/
블라디보스토크	/pɯɭɭa̠dibo̞sʰɯtʰo̞kxɯ/
블라우스	/pɯɭɭa̠usʰɯ/
블라지보스또크	/pɯɭɭa̠d͡ʑibo̞sʰɯt͈o̞kxɯ/
블랙커피	/pɯɭɭɛ̝k̚kʰʌ̹pʰi/
블랙홀	/pɯɭɭɛ̝kʰo̞ɭ/
블레이자	/pɯɭɭe̞id͡ʑa̠/
블로그	/pɯɭɭo̞ɡɯ/
블로킹	/pɯɭɭo̞kçiŋ/
블루길	/pɯɭɭuɡiɭ/
블루오션	/pɯɭɭuo̞ɕʰjʌ̹n/
블루진	/pɯɭɭud͡ʑin/
블룸폰테인	/pɯɭɭumpʰo̞ntʰe̞in/
비	/pi/
비겁	/piɡʌ̹p̚/
비겁하다	/ˈpiːɡʌ̹pʰa̠da̠/
비견	/piɡjʌ̹n/
비결	/piɡjʌ̹ɭ/
비관	/piɡwa̠n/
비교	/piɡjo/
비교급	/piɡjoɡɯp̚/
비교적	/piɡjod͡ʑʌ̹k̚/
비교하다	/piɡjoɦa̠da̠/
비구니	/piɡuni/
비구름	/piɡuɾɯm/
비굴	/ˈpiːɡuɭ/
비그늘	/piɡɯnɯɭ/
비극	/piɡɯk̚/
비근	/piɡɯn/
비금속광택	/piɡɯmsʰo̞k̚k͈wa̠ŋtʰɛ̝k̚/
비기다	/piɡida̠/
비까번쩍하다	/pik͈a̠bʌ̹nt͡ɕ͈ʌ̹kʰa̠da̠/
비까비까하다	/pik͈a̠bik͈a̠ɦa̠da̠/
비꼬다	/ˈpiːk͈o̞da̠/
비난	/pina̠n/
비난하다	/pina̠nɦa̠da̠/
비날론	/pina̠ɭɭo̞n/
비너스	/pinʌ̹sʰɯ/
비누	/pinu/
비눗방울	/pinut̚p͈a̠ŋuɭ/
비늘	/pinɯɭ/
비늘껍데기	/pinɯɭk͈ʌ̹p̚t͈e̞ɡi/
비늘껍질	/pinɯɭk͈ʌ̹p̚t͡ɕ͈iɭ/
비니루	/piniɾu/
비닐	/piniɭ/
비닐봉지	/piniɭbo̞ŋd͡ʑi/
비다	/pida̠/
비단	/pida̠n/
비단열과정	/pida̠ɲjʌ̹ɭɡwa̠d͡ʑʌ̹ŋ/
비단열변화	/pida̠ɲjʌ̹ɭbjʌ̹nβwa̠/
비대	/pidɛ̝/
비대칭	/pidɛ̝t͡ɕʰiŋ/
비도덕적	/pido̞dʌ̹k̚t͡ɕ͈ʌ̹k̚/
비둘기	/piduɭɡi/
비둘기색	/piduɭɡisʰɛ̝k̚/
비듬	/pidɯm/
비듬하다	/pidɯmɦa̠da̠/
비등	/pidɯŋ/
비디오	/pidio̞/
비디오게임	/pidio̞ɡe̞im/
비디오테이프	/pidio̞tʰe̞ipʰɯ/
비딱	/pit͈a̠k̚/
비딱거리다	/pit͈a̠k̚k͈ʌ̹ɾida̠/
비뚜름	/pit͈uɾɯm/
비뚜름하다	/pit͈uɾɯmɦa̠da̠/
비뚤	/pit͈uɭ/
비뚤다	/pit͈uɭda̠/
비뚤어지다	/pit͈uɾʌ̹d͡ʑida̠/
비로소	/piɾo̞sʰo̞/
비록	/piɾo̞k̚/
비롯	/piɾo̞t̚/
비롯되다	/piɾo̞t̚t͈ø̞da̠/, /piɾo̞t̚t͈we̞da̠/
비롯하다	/piɾo̞tʰa̠da̠/
비료	/piɾjo/
비름	/piɾɯm/
비리다	/piɾida̠/
비릿	/piɾit̚/
비만	/pima̠n/
비망록	/pima̠ŋno̞k̚/
비명	/pimjʌ̹ŋ/
비물	/pimuɭ/
비밀	/pimiɭ/
비밀결사	/pimiɭɡjʌ̹ɭsʰa̠/
비밀경찰	/ˈpiːmiɭɡjʌ̹ŋt͡ɕʰa̠ɭ/
비밀번호	/pimiɭbʌ̹nβo̞/
비밀보장	/pimiɭbo̞d͡ʑa̠ŋ/
비바람	/piba̠ɾa̠m/
비바리	/piba̠ɾi/
비발산고도	/piba̠ɭsʰa̠nɡo̞do̞/
비발산층	/piba̠ɭsʰa̠nt͡ɕʰɯŋ/
비방	/piba̠ŋ/
비방하다	/piba̠ŋɦa̠da̠/
비버	/pibʌ̹/
비번	/pibʌ̹n/
비범	/pibʌ̹m/
비범하다	/pibʌ̹mɦa̠da̠/
비비다	/pibida̠/
비비적	/pibid͡ʑʌ̹k̚/
비빔밥	/pibimba̠p̚/
비사맥	/pisʰa̠mɛ̝k̚/
비산하다	/pisʰa̠nɦa̠da̠/
비상	/pisʰa̠ŋ/
비선	/pisʰʌ̹n/
비소	/pisʰo̞/
비수	/pisʰu/
비슈께크	/piɕʰjuk͈e̞kxɯ/
비슈케크	/piɕʰjukʰe̞kxɯ/
비스듬	/pisʰɯdɯm/
비스듬하다	/pisʰɯdɯmɦa̠da̠/
비스듬히	/pisʰɯdɯmʝi/
비스무트	/pisʰɯmutʰɯ/
비습	/pisʰɯp̚/
비슷	/pisʰɯt̚/
비슷비슷	/pisʰɯt̚p͈isʰɯt̚/
비슷하다	/pisʰɯtʰa̠da̠/
비슷한말	/pisʰɯtʰa̠nma̠ɭ/
비실	/piɕʰiɭ/
비싸다	/pis͈a̠da̠/
비싸우	/pis͈a̠u/
비싼	/pis͈a̠n/
비쌈	/pis͈a̠m/
비아냥	/pia̠ɲja̠ŋ/
비아냥거리다	/pia̠ɲja̠ŋɡʌ̹ɾida̠/
비애	/piɛ̝/
