aah	/ˈɑː/
hover	/hˈɒvɐ/
hovering	/hˈɒvəɹɪŋ/
hovers	/hˈɒvəz/
howdah	/hˈa‍ʊdɐ/
howdahs	/hˈa‍ʊdəz/
howdy	/hˈa‍ʊdi/
howe'er	/hˈa‍ʊe‍ə/
however	/ha‍ʊˈɛvɐ/
how	/hˈa‍ʊ/
howitzer	/hˈa‍ʊɪtsɐ/
howitzers	/hˈa‍ʊɪtsəz/
howled	/hˈa‍ʊld/
howler	/hˈa‍ʊlɐ/
howlers	/hˈa‍ʊləz/
howl	/hˈa‍ʊl/
howling	/hˈa‍ʊlɪŋ/
howls	/hˈa‍ʊlz/
hows	/hˈa‍ʊz/
howsoever	/ha‍ʊsˌə‍ʊˈɛvɐ/
hoyden	/hˈɔ‍ɪdən/
hoy	/hˈɔ‍ɪ/
huarache	/hjˈuːɐɹˌe‍ɪk/
hubbies	/hˈʌbɪz/
hubbub	/hˈʌbʌb/
hubby	/hˈʌbi/
hubcap	/hˈʌbkæp/
hubcaps	/hˈʌbkæps/
hub	/hˈʌb/
hubris	/hˈuːbɹɪs/
hubristic	/hʌbɹˈɪstɪk/
hubs	/hˈʌbz/
huckleberries	/hˈʌklɪbəɹɪz/
huckleberry	/hˈʌklɪbəɹi/
huckster	/hˈʌkstɐ/
hucksters	/hˈʌkstəz/
huddled	/hˈʌdə‍ld/
huddle	/hˈʌdə‍l/
huddles	/hˈʌdə‍lz/
huddling	/hˈʌdlɪŋ/
hued	/hjˈuːd/
hues	/hjˈuːz/
huffed	/hˈʌft/
huff	/hˈʌf/
huffing	/hˈʌfɪŋ/
huffs	/hˈʌfs/
huffy	/hˈʌfi/
huge	/hjˈuːd‍ʒ/
hugely	/hjˈuːd‍ʒli/
hugeness	/hjˈuːd‍ʒnəs/
huger	/hˈuːɡɐ/
hugest	/hjˈuːd‍ʒəst/
hugged	/hˈʌɡd/
hugger	/hˈʌɡɐ/
hugging	/hˈʌɡɪŋ/
hug	/hˈʌɡ/
hugs	/hˈʌɡz/
huh	/hˈʌ/
hula	/hˈuːlɐ/
hulas	/hˈuːləz/
hulk	/hˈʌlk/
hulking	/hˈʌlkɪŋ/
hulks	/hˈʌlks/
hulky	/hˈʌlki/
hullaballoo	/hˈʌlɐbˌæluː/
hullabaloo	/hˈʌlɐbˌæluː/
hullabaloos	/hˈʌlɐbˌæluːz/
hulled	/hˈʌld/
huller	/hˈʌlɐ/
hull	/hˈʌl/
hulling	/hˈʌlɪŋ/
hulls	/hˈʌlz/
humane	/hjuːmˈe‍ɪn/
humanely	/hjuːmˈe‍ɪnli/
human	/hjˈuːmən/
humanisation	/hjˌuːmɐna‍ɪzˈe‍ɪʃən/
humanised	/hjˈuːmɐnˌa‍ɪzd/
humanise	/hjˈuːmɐnˌa‍ɪz/
humanises	/hjˈuːmɐnˌa‍ɪzɪz/
humanising	/hjˈuːmɐnˌa‍ɪzɪŋ/
humanism	/hjˈuːmənˌɪzəm/
humanist	/hjˈuːmɐnˌɪst/
humanistic	/hjˌuːmɐnˈɪstɪk/
humanists	/hjˈuːmɐnˌɪsts/
humanitarian	/hjˌuːmɐnɪtˈe‍əɹi‍ən/
humanitarianism	/hjˌuːmɐnɪtˈe‍əɹi‍ənˌɪzəm/
humanitarians	/hjˌuːmɐnɪtˈe‍əɹi‍ənz/
humanities	/hjuːmˈænɪtiz/
humanity	/hjuːmˈænɪti/
humankind	/hjˈuːmɐŋkˌa‍ɪnd/
humanly	/hjˈuːmənli/
humanness	/hjˈuːmənnəs/
humanoid	/hjˈuːmɐnˌɔ‍ɪd/
humanoids	/hjˈuːmɐnˌɔ‍ɪdz/
humans	/hjˈuːmənz/
humbled	/hˈʌmbə‍ld/
humble	/hˈʌmbə‍l/
humbleness	/hˈʌmbə‍lnəs/
humbler	/hˈʌmblɐ/
humbles	/hˈʌmbə‍lz/
humblest	/hˈʌmbləst/
humbling	/hˈʌmblɪŋ/
humbly	/hˈʌmbli/
humbuggery	/hˈʌmbəɡəɹi/
humbug	/hˈʌmbʌɡ/
humbugs	/hˈʌmbʌɡz/
humdinger	/hˈʌmdɪŋɡɐ/
humdingers	/hˈʌmdɪŋɡəz/
humdrum	/hˈʌmdɹəm/
humectant	/hjˈuːmɛktənt/
humeral	/hjˈuːməɹə‍l/
humerus	/hjˈuːməɹəs/
hum	/hˈʌm/
humid	/hjˈuːmɪd/
humidified	/hjuːmˈɪdɪfˌa‍ɪd/
humidifier	/hjˈuːmɪdˌɪfa‍ɪ‍ə/
humidifiers	/hjˈuːmɪdˌɪfa‍ɪ‍əz/
humidify	/hjuːmˈɪdɪfˌa‍ɪ/
humidity	/hjuːmˈɪdɪti/
humidor	/hjˈuːmɪdˌɔː/
humiliated	/hjuːmˈɪlɪˌe‍ɪtɪd/
humiliate	/hjuːmˈɪlɪˌe‍ɪt/
humiliates	/hjuːmˈɪlɪˌe‍ɪts/
humiliating	/hjuːmˈɪlɪˌe‍ɪtɪŋ/
humiliatingly	/hjˈuːmɪlˌɪe‍ɪtˌɪŋli/
humiliation	/hjˌuːmɪlɪˈe‍ɪʃən/
humiliations	/hjˌuːmɪlɪˈe‍ɪʃənz/
humility	/hjuːmˈɪlɪti/
hummable	/hˈʌməbə‍l/
hummed	/hˈʌmd/
hummer	/hˈʌmɐ/
hummers	/hˈʌməz/
hummingbird	/hˈʌmɪŋbˌɜːd/
hummingbirds	/hˈʌmɪŋbˌɜːdz/
humming	/hˈʌmɪŋ/
hummock	/hˈʌmək/
hummus	/hˈʌməs/
humongous	/hjuːmˈɒŋɡəs/
humorist	/hjˈuːmɔːɹˌɪst/
humorists	/hjˈuːmɔːɹˌɪsts/
humorous	/hjˈuːməɹəs/
humorously	/hjˈuːməɹəsli/
humoured	/hjˈuːməd/
humour	/hjˈuːmɐ/
humouring	/hjˈuːmɜːɹɪŋ/
humourless	/hjˈuːmələs/
humours	/hjˈuːməz/
humpbacked	/hˈʌmpbækt/
humpback	/hˈʌmpbæk/
humpbacks	/hˈʌmpbæks/
humped	/hˈʌmpt/
humph	/hˈʌmf/
hump	/hˈʌmp/
humping	/hˈʌmpɪŋ/
humps	/hˈʌmps/
humpy	/hˈʌmpi/
hums	/hˈʌmz/
humungous	/hjuːmˈʌŋɡəs/
humus	/hjˈuːməs/
hunchbacked	/hˈʌnt‍ʃbækt/
hunchback	/hˈʌnt‍ʃbæk/
hunchbacks	/hˈʌnt‍ʃbæks/
hunched	/hˈʌnt‍ʃt/
hunches	/hˈʌnt‍ʃɪz/
hunch	/hˈʌnt‍ʃ/
hunching	/hˈʌnt‍ʃɪŋ/
hundredfold	/hˈʌndɹɪdfˌə‍ʊld/
hundred	/hˈʌndɹəd/
hundreds	/hˈʌndɹədz/
hundredth	/hˈʌndɹədθ/
hundredths	/hˈʌndɹədθs/
hundredweight	/hˈʌndɹɪdwˌe‍ɪt/
hundredweights	/hˈʌndɹɪdwˌe‍ɪts/
hungered	/hˈʌŋɡəd/
hunger	/hˈʌŋɡɐ/
hungering	/hˈʌŋɡəɹɪŋ/
hungers	/hˈʌŋɡəz/
hung	/hˈʌŋ/
hungover	/hʌŋɡˈə‍ʊvɐ/
hungrier	/hˈʌŋɡɹɪɐ/
hungriest	/hˈʌŋɡɹɪəst/
hungrily	/hˈʌŋɡɹɪli/
hungry	/hˈʌŋɡɹi/
hun	/hˈʌn/
hunkered	/hˈʌŋkəd/
hunker	/hˈʌŋkɐ/
hunkering	/hˈʌŋkəɹɪŋ/
hunkers	/hˈʌŋkəz/
hunk	/hˈʌŋk/
hunkier	/hˈʌŋkiɐ/
hunkiest	/hˈʌŋkiəst/
hunks	/hˈʌŋks/
hunky	/hˈʌŋki/
hunted	/hˈʌntɪd/
hunter	/hˈʌntɐ/
hunters	/hˈʌntəz/
hunt	/hˈʌnt/
hunting	/hˈʌntɪŋ/
huntress	/hˈʌntɹəs/
hunts	/hˈʌnts/
huntsman	/hˈʌntsmən/
huntsmen	/hˈʌntsmɛn/
hurdled	/hˈɜːdə‍ld/
hurdle	/hˈɜːdə‍l/
hurdler	/hˈɜːdlɐ/
hurdlers	/hˈɜːdləz/
hurdles	/hˈɜːdə‍lz/
hurdling	/hˈɜːdlɪŋ/
hurled	/hˈɜːld/
hurler	/hˈɜːlɐ/
hurlers	/hˈɜːləz/
hurley	/hˈɜːli/
hurl	/hˈɜːl/
hurling	/hˈɜːlɪŋ/
hurls	/hˈɜːlz/
hurrah	/həɹˈɑː/
hurrahs	/həɹˈɑːz/
hurray	/həɹˈe‍ɪ/
hurricane	/hˈʌɹɪkˌe‍ɪn/
hurricanes	/hˈʌɹɪkˌe‍ɪnz/
hurried	/hˈʌɹɪd/
hurriedly	/hˈʌɹɪdli/
hurries	/hˈʌɹɪz/
hurry	/hˈʌɹi/
hurrying	/hˈʌɹɪɪŋ/
hurst	/hˈɜːst/
hurter	/hˈɜːtɐ/
hurtful	/hˈɜːtfə‍l/
hurt	/hˈɜːt/
hurting	/hˈɜːtɪŋ/
hurtled	/hˈɜːtə‍ld/
hurtle	/hˈɜːtə‍l/
hurtles	/hˈɜːtə‍lz/
hurtling	/hˈɜːtlɪŋ/
hurts	/hˈɜːts/
husbanded	/hˈʌsbəndɪd/
husband	/hˈʌsbənd/
husbanding	/hˈʌsbəndɪŋ/
husbandman	/hˈʌsbəndmən/
husbandmen	/hˈʌsbəndmˌɛn/
husbandry	/hˈʌsbəndɹi/
husbands	/hˈʌsbəndz/
hushed	/hˈʌʃt/
hushes	/hˈʌʃɪz/
hush	/hˈʌʃ/
hushing	/hˈʌʃɪŋ/
husked	/hˈʌskt/
husker	/hˈʌskɐ/
husk	/hˈʌsk/
huskies	/hˈʌskiz/
huskily	/hˈʌskili/
husking	/hˈʌskɪŋ/
husks	/hˈʌsks/
husky	/hˈʌski/
hussar	/hʌzˈɑː/
hussars	/hʌzˈɑːz/
hussies	/hˈʌsɪz/
hussy	/hˈʌsi/
hustings	/hˈʌstɪŋz/
hustled	/hˈʌsə‍ld/
hustle	/hˈʌsə‍l/
hustler	/hˈʌslɐ/
hustlers	/hˈʌsləz/
hustles	/hˈʌsə‍lz/
hustling	/hˈʌslɪŋ/
hutches	/hˈʌt‍ʃɪz/
hutch	/hˈʌt‍ʃ/
hut	/hˈʌt/
hutments	/hˈʌtmənts/
huts	/hˈʌts/
hutzpah	/hˈʌtspɐ/
huzza	/həzˈɑː/
huzzah	/həzˈɑː/
hwan	/ˈe‍ɪt‍ʃwˈæn/
hyacinth	/hˈa‍ɪɐsˌɪnθ/
hyacinths	/hˈa‍ɪɐsˌɪnθs/
hybrid	/hˈa‍ɪbɹɪd/
hybridisation	/hˌa‍ɪbɹɪda‍ɪzˈe‍ɪʃən/
hybridised	/hˈa‍ɪbɹɪdˌa‍ɪzd/
hybridise	/hˈa‍ɪbɹɪdˌa‍ɪz/
hybridising	/hˈa‍ɪbɹɪdˌa‍ɪzɪŋ/
hybridity	/ha‍ɪbɹˈɪdɪti/
hybrids	/hˈa‍ɪbɹɪdz/
hydra	/hˈa‍ɪdɹɐ/
hydrangea	/ha‍ɪdɹˈe‍ɪnd‍ʒɐ/
hydrangeas	/ha‍ɪdɹˈe‍ɪnd‍ʒəz/
hydrant	/hˈa‍ɪdɹənt/
hydrants	/hˈa‍ɪdɹənts/
hydrated	/hˈa‍ɪdɹe‍ɪtɪd/
hydrate	/hˈa‍ɪdɹe‍ɪt/
hydrates	/hˈa‍ɪdɹe‍ɪts/
hydrating	/hˈa‍ɪdɹe‍ɪtɪŋ/
hydration	/ha‍ɪdɹˈe‍ɪʃən/
hydraulically	/ha‍ɪdɹˈɔːlɪkli/
hydraulic	/ha‍ɪdɹˈɔːlɪk/
hydraulics	/ha‍ɪdɹˈɔːlɪks/
hydride	/hˈa‍ɪdɹa‍ɪd/
hydrides	/hˈa‍ɪdɹa‍ɪdz/
hydrocarbon	/hˈa‍ɪdɹəkˌɑːbən/
hydrocarbons	/hˈa‍ɪdɹəkˌɑːbənz/
hydrocephalus	/hˈa‍ɪdɹə‍ʊsfˌæləs/
hydrochloric	/hˌa‍ɪdɹəklˈɔːɹɪk/
hydrochloride	/hˈa‍ɪdɹəklˌɔːɹa‍ɪd/
hydrocortisone	/hˈa‍ɪdɹəkˌɔːtɪsˌə‍ʊn/
hydrodynamic	/hˌa‍ɪdɹəda‍ɪnˈæmɪk/
hydrodynamics	/hˌa‍ɪdɹəda‍ɪnˈæmɪks/
hydroelectric	/hˌa‍ɪdɹə‍ʊlˈɛktɹɪk/
hydroelectricity	/hˌa‍ɪdɹə‍ʊlɪktɹˈɪsɪti/
hydrofluoric	/hˌa‍ɪdɹəflˈɔːɹɪk/
hydrofoil	/hˈa‍ɪdɹəfˌɔ‍ɪl/
hydrofoils	/hˈa‍ɪdɹəfˌɔ‍ɪlz/
hydrogenated	/hˈa‍ɪdɹə‍ʊd‍ʒənˌe‍ɪtɪd/
hydrogen	/hˈa‍ɪdɹəd‍ʒən/
hydrographic	/hˌa‍ɪdɹəɡɹˈæfɪk/
hydro	/hˈa‍ɪdɹə‍ʊ/
hydrological	/hˌa‍ɪdɹəlˈɒd‍ʒɪkə‍l/
hydrology	/ha‍ɪdɹˈɒləd‍ʒi/
hydrolysis	/ha‍ɪdɹˈɒləsˌɪs/
hydrometer	/ha‍ɪdɹˈɒmɪtɐ/
hydropathic	/hˌa‍ɪdɹəpˈæθɪk/
hydropathy	/ha‍ɪdɹˈɒpəθi/
hydrophobia	/hˌa‍ɪdɹəfˈə‍ʊbi‍ə/
hydrophobic	/hˌa‍ɪdɹəfˈə‍ʊbɪk/
hydrophone	/hˈa‍ɪdɹəfˌə‍ʊn/
hydrophones	/hˈa‍ɪdɹəfˌə‍ʊnz/
hydroplane	/hˈa‍ɪdɹəplˌe‍ɪn/
hydroplaning	/hˈa‍ɪdɹəplˌe‍ɪnɪŋ/
hydroponically	/hˌa‍ɪdɹəpˈɒnɪkli/
hydroponic	/hˌa‍ɪdɹəpˈɒnɪk/
hydroponics	/hˌa‍ɪdɹəpˈɒnɪks/
hydropower	/hˈa‍ɪdɹəpˌa‍ʊɐ/
hydroquinone	/hˈa‍ɪdɹəkwˌɪnɒn/
hydrostatic	/hˌa‍ɪdɹəstˈætɪk/
hydrotherapy	/hˈa‍ɪdɹə‍ʊθˌɛɹəpi/
hydrothermal	/hˌa‍ɪdɹəðˈɜːmə‍l/
hydrous	/hˈa‍ɪdɹəs/
hydroxide	/ha‍ɪdɹˈɒksa‍ɪd/
hydroxides	/ha‍ɪdɹˈɒksa‍ɪdz/
hydroxy	/hˈa‍ɪdɹɒksi/
hydroxyl	/hˈa‍ɪdɹəksˌɪl/
hyena	/ha‍ɪˈiːnɐ/
hyenas	/ha‍ɪˈiːnəz/
hygiene	/hˈa‍ɪd‍ʒiːn/
hygienically	/ha‍ɪd‍ʒˈiːnɪkli/
hygienic	/ha‍ɪd‍ʒˈiːnɪk/
hygienist	/hˈa‍ɪd‍ʒiːnˌɪst/
hygrometer	/ha‍ɪɡɹˈɒmɪtɐ/
hygroscopic	/hˌa‍ɪɡɹəskˈɒpɪk/
hymen	/hˈa‍ɪmɛn/
hymens	/hˈa‍ɪmɛnz/
hymnal	/hˈɪmnə‍l/
hymnals	/hˈɪmnə‍lz/
hymnbook	/hˈɪmbʊk/
hymn	/hˈɪm/
hymnody	/hˈɪmnədi/
hymns	/hˈɪmz/
hyoid	/hˈa‍ɪɔ‍ɪd/
hyped	/hˈa‍ɪpt/
hype	/hˈa‍ɪp/
hyperactive	/hˌa‍ɪpəɹˈæktɪv/
hyperactivity	/hˌa‍ɪpəɹɐktˈɪvɪti/
hyperbaric	/hˌa‍ɪpəbˈæɹɪk/
hyperbola	/ha‍ɪpˈɜːbəlɐ/
hyperbole	/ha‍ɪpˈɜːbəlˌi/
hyperbolic	/hˌa‍ɪpəbˈɒlɪk/
hyperboloid	/hˈa‍ɪpəbˌɒlɔ‍ɪd/
hypercritical	/hˌa‍ɪpəkɹˈɪtɪkə‍l/
hypercube	/hˈa‍ɪpəkjˌuːb/
hyperfine	/hˈa‍ɪpəfˌa‍ɪn/
hyperglycaemic	/hˌa‍ɪpəɡlɪkˈiːmɪk/
hyper	/hˈa‍ɪpɐ/
hyperinflation	/hˌa‍ɪpəɹɪnflˈe‍ɪʃən/
hyperlink	/hˈa‍ɪpəlˌɪŋk/
hyperlinks	/hˈa‍ɪpəlˌɪŋks/
hypermarket	/hˈa‍ɪpəmˌɑːkɪt/
hypermarkets	/hˈa‍ɪpəmˌɑːkɪts/
hypermetropia	/hˌa‍ɪpəmɪtɹˈə‍ʊpi‍ə/
hypersensitive	/ha‍ɪpˈɜːsənsɪtˌɪv/
hypersensitivity	/hˌa‍ɪpəsənsɪtˈɪvɪti/
hypersonic	/hˌa‍ɪpəsˈɒnɪk/
hyperspace	/hˈa‍ɪpəspˌe‍ɪs/
hypertension	/hˈa‍ɪpətənʃən/
hypertensive	/hˈa‍ɪpətənsˌɪv/
hypertext	/hˈa‍ɪpətˌɛkst/
hyperthermia	/hˈa‍ɪpəθəmˌi‍ə/
hyperthyroidism	/hˈa‍ɪpəðˌɪɹɔ‍ɪdˌɪzəm/
hypertonic	/hˌa‍ɪpətˈɒnɪk/
hypertrophic	/hˌa‍ɪpətɹˈɒfɪk/
hypertrophy	/hˈa‍ɪpətɹəfi/
hyperventilated	/hˌa‍ɪpəvˈɛntɪlˌe‍ɪtɪd/
hyperventilate	/hˌa‍ɪpəvˈɛntɪlˌe‍ɪt/
hyperventilates	/hˌa‍ɪpəvˈɛntɪlˌe‍ɪts/
hyperventilating	/hˌa‍ɪpəvˈɛntɪlˌe‍ɪtɪŋ/
hyperventilation	/hˌa‍ɪpəvˌɛntɪlˈe‍ɪʃən/
hypes	/hˈa‍ɪps/
hyphae	/hˈa‍ɪfiː/
hyphenated	/hˈa‍ɪfənˌe‍ɪtɪd/
hyphenate	/hˈa‍ɪfənˌe‍ɪt/
hyphen	/hˈa‍ɪfən/
hyphens	/hˈa‍ɪfənz/
hyping	/hˈa‍ɪpɪŋ/
hypnosis	/hɪpnˈə‍ʊsɪs/
hypnotherapist	/hˈɪpnə‍ʊθˌɛɹe‍ɪpˌɪst/
hypnotherapists	/hˈɪpnə‍ʊθˌɛɹe‍ɪpˌɪsts/
hypnotherapy	/hˈɪpnə‍ʊθˌɛɹəpi/
hypnotically	/hɪpnˈɒtɪkli/
hypnotic	/hɪpnˈɒtɪk/
hypnotics	/hɪpnˈɒtɪks/
hypnotised	/hˈɪpnətˌa‍ɪzd/
hypnotise	/hˈɪpnətˌa‍ɪz/
hypnotises	/hˈɪpnətˌa‍ɪzɪz/
hypnotising	/hˈɪpnətˌa‍ɪzɪŋ/
hypnotism	/hˈɪpnətˌɪzəm/
hypnotist	/hˈɪpnətˌɪst/
hypnotists	/hˈɪpnətˌɪsts/
hypoallergenic	/hˌa‍ɪpə‍ʊˌæləd‍ʒˈɛnɪk/
hypocaust	/hˌa‍ɪpə‍ʊkˈɔːst/
hypochlorite	/hˌa‍ɪpə‍ʊklˈɔːɹa‍ɪt/
hypochondriac	/hˌa‍ɪpə‍ʊkˈɒndɹɪˌæk/
hypochondriacs	/hˌa‍ɪpə‍ʊkˈɒndɹɪˌæks/
hypochondria	/hˌa‍ɪpə‍ʊkˈɒndɹiɐ/
hypochondriasis	/hˌa‍ɪpə‍ʊkˈɒndɹɪˌæsiz/
hypocrisies	/hɪpˈɒkɹəsɪz/
hypocrisy	/hɪpˈɒkɹəsi/
hypocrite	/hˈɪpəkɹˌɪt/
hypocrites	/hˈɪpəkɹˌɪts/
hypocritical	/hˌɪpəkɹˈɪtɪkə‍l/
hypocritically	/hˌɪpəkɹˈɪtɪkli/
hypodermic	/hˌa‍ɪpədˈɜːmɪk/
hypodermics	/hˌa‍ɪpədˈɜːmɪks/
hypoglycaemia	/hˌa‍ɪpə‍ʊɡla‍ɪkˈiːmi‍ə/
hypoglycemic	/hˌa‍ɪpə‍ʊɡla‍ɪsˈiːmɪk/
hypo	/hˈa‍ɪpə‍ʊ/
hypoplasia	/hˌa‍ɪpə‍ʊplˈæzi‍ə/
hypos	/hˈa‍ɪpə‍ʊz/
hypostasis	/hˌa‍ɪpə‍ʊstˈe‍ɪsɪs/
hypotension	/hˌa‍ɪpə‍ʊtˈɛnʃən/
hypotenuse	/ha‍ɪpˈɒtənjˌuːs/
hypothalamus	/hˌa‍ɪpə‍ʊθˈælæməs/
hypothecated	/hˌa‍ɪpə‍ʊθˈɛke‍ɪtɪd/
hypothermia	/hˌa‍ɪpə‍ʊθˈɜːmiɐ/
hypothermic	/hˌa‍ɪpə‍ʊθˈɜːmɪk/
hypotheses	/ha‍ɪpˈɒθəsˌiːz/
hypothesise	/ha‍ɪpˈɒθəsˌa‍ɪz/
hypothesis	/ha‍ɪpˈɒθəsˌɪs/
hypothesising	/ha‍ɪpˈɒθəsˌa‍ɪzɪŋ/
hypothetical	/hˌa‍ɪpəθˈɛtɪkə‍l/
hypothetically	/hˌa‍ɪpəθˈɛtɪkli/
hypotheticals	/hˌa‍ɪpəθˈɛtɪkə‍lz/
hypoxia	/ha‍ɪpˈɒksi‍ə/
hyraxes	/hˈa‍ɪɹæksɪz/
hyrax	/hˈa‍ɪɹæks/
hyson	/hˈa‍ɪsən/
hyssop	/hˈɪsəp/
hysterectomies	/hˌɪstəɹˈɛktəmɪz/
hysterectomy	/hˌɪstəɹˈɛktəmi/
hysteresis	/hˌɪstəɹˈiːsɪs/
hysteria	/hɪstˈi‍əɹɪɐ/
hysterical	/hɪstˈɛɹɪkə‍l/
hysterically	/hɪstˈɛɹɪkli/
hysteric	/hɪstˈɛɹɪk/
hysterics	/hɪstˈɛɹɪks/
I	/ˈa‍ɪ/
iambic	/ˈi‍əmbɪk/
iatrogenic	/ˌa‍ɪɐtɹə‍ʊd‍ʒˈɛnɪk/
ibex	/ˈa‍ɪbɛks/
ibexes	/ˈa‍ɪbɛksɪz/
ibis	/ˈa‍ɪbɪs/
ibises	/ˈa‍ɪba‍ɪzɪz/
ibuprofen	/ˈa‍ɪbəpɹˌə‍ʊfən/
ice	/ˈa‍ɪs/
iceberg	/ˈa‍ɪsbɜːɡ/
icebergs	/ˈa‍ɪsbɜːɡz/
icebound	/ˈa‍ɪsba‍ʊnd/
icebox	/ˈa‍ɪsbɒks/
icebreaker	/ˈa‍ɪsbɹe‍ɪkɐ/
icebreakers	/ˈa‍ɪsbɹe‍ɪkəz/
icecap	/ˈa‍ɪskæp/
icecaps	/ˈa‍ɪskæps/
iced	/ˈa‍ɪst/
icefall	/ˈa‍ɪsfɔːl/
icefalls	/ˈa‍ɪsfɔːlz/
icehouse	/ˈa‍ɪsha‍ʊs/
iceman	/ˈa‍ɪsmən/
icepack	/ˈa‍ɪspæk/
icepick	/ˈa‍ɪspɪk/
icepicks	/ˈa‍ɪspɪks/
ices	/ˈa‍ɪsɪz/
ichneumon	/ˈɪknjuːmən/
ichthyology	/ˌɪkθɪˈɒləd‍ʒi/
ichthyosaur	/ˈɪkθɪˌɒsɔː/
ichthyosaurs	/ˈɪkθɪˌɒsɔːz/
ichthyosaurus	/ˌɪkθɪəsˈɔːɹəs/
icicle	/ˈa‍ɪsɪkə‍l/
icicles	/ˈa‍ɪsɪkə‍lz/
iciest	/ˈa‍ɪsɪəst/
icily	/ˈa‍ɪsɪli/
iciness	/ˈa‍ɪsɪnˌɛs/
icing	/ˈa‍ɪsɪŋ/
icings	/ˈa‍ɪsɪŋz/
ickier	/ˈa‍ɪkiɐ/
ickiness	/ˈa‍ɪkinəs/
icky	/ˈa‍ɪki/
icon	/ˈa‍ɪkɒn/
iconic	/a‍ɪkˈɒnɪk/
iconically	/a‍ɪkˈɒnɪkli/
iconoclasm	/ˈa‍ɪkənˌɒklæzəm/
iconoclast	/ˈa‍ɪkənˌɒklɑːst/
iconoclastic	/ˌa‍ɪkənəklˈɑːstɪk/
iconoclasts	/ˈa‍ɪkənˌɒklɑːsts/
iconographic	/ˌa‍ɪkənəɡɹˈæfɪk/
iconography	/ˌa‍ɪkənˈɒɡɹəfi/
iconostasis	/ˈa‍ɪkənˌɒstɐsˌiz/
icons	/ˈa‍ɪkɒnz/
icosahedron	/ˌa‍ɪkəsɐhˈiːdɹən/
icterus	/ˈa‍ɪktəɹəs/
icy	/ˈa‍ɪsi/
id	/ˌa‍ɪdˈiː/
idea	/a‍ɪdˈi‍ə/
ideal	/a‍ɪdˈi‍əl/
idealisation	/a‍ɪdˌi‍əla‍ɪzˈe‍ɪʃən/
idealise	/a‍ɪdˈi‍əla‍ɪz/
idealised	/a‍ɪdˈi‍əla‍ɪzd/
idealising	/a‍ɪdˈi‍əla‍ɪzɪŋ/
idealism	/a‍ɪdˈi‍əlɪzəm/
idealist	/a‍ɪdˈi‍əlɪst/
idealistic	/a‍ɪdˈi‍əlˈɪstɪk/
idealistically	/a‍ɪdˈi‍əlˈɪstɪkli/
idealists	/a‍ɪdˈi‍əlɪsts/
ideally	/a‍ɪdˈi‍əli/
idealogy	/a‍ɪdˈi‍ələd‍ʒi/
ideals	/a‍ɪdˈi‍əlz/
ideas	/a‍ɪdˈi‍əz/
ideation	/a‍ɪdˈi‍əʃən/
identical	/a‍ɪdˈɛntɪkə‍l/
identically	/a‍ɪdˈɛntɪkli/
identifiable	/a‍ɪdˈɛntɪfˌa‍ɪəbə‍l/
identifiably	/a‍ɪdˈɛntɪfˌa‍ɪəbli/
identification	/a‍ɪdˈɛntɪfɪkˈe‍ɪʃən/
identifications	/a‍ɪdˈɛntɪfɪkˈe‍ɪʃənz/
identified	/a‍ɪdˈɛntɪfˌa‍ɪd/
identifier	/a‍ɪdˈɛntɪfˌa‍ɪ‍ə/
identifiers	/a‍ɪdˈɛntɪfˌa‍ɪ‍əz/
identifies	/a‍ɪdˈɛntɪfˌa‍ɪz/
identify	/a‍ɪdˈɛntɪfˌa‍ɪ/
identifying	/a‍ɪdˈɛntɪfˌa‍ɪɪŋ/
identikit	/a‍ɪdˈɛntɪkˌɪt/
identities	/a‍ɪdˈɛntɪtiz/
identity	/a‍ɪdˈɛntɪti/
ideogram	/ˈɪdɪˌɒɡɹæm/
ideograms	/ˈɪdɪˌɒɡɹæmz/
ideological	/ˌa‍ɪdɪəlˈɒd‍ʒɪkə‍l/
ideologically	/ˌa‍ɪdɪəlˈɒd‍ʒɪkli/
ideologies	/ˌa‍ɪdɪˈɒləd‍ʒɪz/
ideologist	/ˌa‍ɪdɪˈɒləd‍ʒˌɪst/
ideologue	/ˈa‍ɪdɪˌɒlɒɡ/
ideologues	/ˈa‍ɪdɪˌɒlɒɡz/
ideology	/ˌa‍ɪdɪˈɒləd‍ʒi/
ides	/ˈa‍ɪdz/
idiocy	/ˈɪdɪˌɒsi/
idiomatic	/ˌɪdɪəmˈætɪk/
idiom	/ˈɪdɪəm/
idioms	/ˈɪdɪəmz/
idiopathic	/ˌɪdɪəpˈæθɪk/
idiophone	/ˈɪdɪˌɒfə‍ʊn/
idiosyncrasies	/ˈɪdɪˌɒsɪŋkɹəsiz/
idiosyncrasy	/ˈɪdɪˌɒsɪŋkɹəsi/
idiosyncratic	/ˌɪdɪˌɒsɪŋkɹˈætɪk/
idiot	/ˈɪdɪət/
idiotically	/ˌɪdɪˈɒtɪkli/
idiotic	/ˌɪdɪˈɒtɪk/
idiots	/ˈɪdɪəts/
idle	/ˈa‍ɪdə‍l/
idled	/ˈa‍ɪdə‍ld/
idleness	/ˈa‍ɪdə‍lnəs/
idlers	/ˈa‍ɪdləz/
idles	/ˈa‍ɪdə‍lz/
idling	/ˈa‍ɪdlɪŋ/
idly	/ˈa‍ɪdli/
idol	/ˈa‍ɪdə‍l/
idolaters	/ˈa‍ɪdəlˌe‍ɪtəz/
